tf_name	target_name	start_position	end_position	direction	binding_score	p_value	binding_sites
abd-A	mRpL17	264528	264828	(+)	953.95	0.000404	264567:953.95:0.000404 264652:852.10:0.000987
abd-A	CG15012	4292196	4292496	(-)	1246.78	0.000117	4292366:1246.78:0.000117
abd-A	CG33306	13843692	13843992	(-)	864.83	0.000795	13843965:864.83:0.000795
abd-A	CG9815	19320827	19321127	(-)	941.22	0.000600	19321031:941.22:0.000600 19321081:852.10:0.000987
abd-A	galectin	73234	73534	(+)	1246.78	0.000117	73260:1246.78:0.000117
abd-A	ctrip	637768	638068	(-)	1246.78	0.000117	637969:1246.78:0.000117 637955:864.83:0.000795
abd-A	Prp8	8050453	8050753	(-)	1030.34	0.000308	8050707:1030.34:0.000308
abd-A	CG17572	19074099	19074399	(-)	864.83	0.000795	19074367:864.83:0.000795 19074279:852.10:0.000987
abd-A	CG31560	2135467	2135767	(+)	864.83	0.000795	2135747:864.83:0.000795
abd-A	CG14395	8492300	8492600	(+)	1246.78	0.000117	8492393:1246.78:0.000117 8492588:953.95:0.000404 8492562:941.22:0.000600
abd-A	CG5435	12430816	12431116	(-)	1246.78	0.000117	12431103:1246.78:0.000117
abd-A	c12.2	9213141	9213441	(+)	953.95	0.000404	9213178:953.95:0.000404
abd-A	milt	7042108	7042408	(+)	1246.78	0.000117	7042141:1246.78:0.000117
abd-A	Mapmodulin	13758969	13759269	(-)	1246.78	0.000117	13759211:1246.78:0.000117
abd-A	mRpS10	11055173	11055473	(+)	941.22	0.000600	11055307:941.22:0.000600
abd-A	Trx-2	9612915	9613215	(+)	1157.66	0.000213	9612938:1157.66:0.000213
abd-A	XNP	21308250	21308550	(-)	953.95	0.000404	21308493:953.95:0.000404
abd-A	Hsp60C	5662598	5662898	(+)	941.22	0.000600	5662662:941.22:0.000600
abd-A	RpII140	9951262	9951562	(+)	953.95	0.000404	9951309:953.95:0.000404 9951482:852.10:0.000987
abd-A	CG2941	3830299	3830599	(+)	1246.78	0.000117	3830558:1246.78:0.000117
abd-A	dj	2884786	2885086	(+)	1157.66	0.000213	2884835:1157.66:0.000213
abd-A	mei-9	4212110	4212410	(-)	941.22	0.000600	4212261:941.22:0.000600 4212398:941.22:0.000600
abd-A	Atxn7	2375590	2375890	(+)	1246.78	0.000117	2375648:1246.78:0.000117 2375737:852.10:0.000987
abd-A	RapGAP1	7578930	7579230	(-)	953.95	0.000404	7579193:953.95:0.000404
abd-A	S6kII	21931549	21931849	(+)	953.95	0.000404	21931643:953.95:0.000404
abd-A	ACXA	12920840	12921140	(+)	1157.66	0.000213	12920997:1157.66:0.000213
abd-A	CG42268	9732661	9732961	(-)	852.10	0.000987	9732916:852.10:0.000987
abd-A	CG31199	16569541	16569841	(-)	1030.34	0.000308	16569832:1030.34:0.000308
abd-A	CG34134	8190731	8191031	(-)	1246.78	0.000117	8190978:1246.78:0.000117
abd-A	unc79	15071802	15072102	(-)	1246.78	0.000117	15071993:1246.78:0.000117
abd-A	eIF3-S10	259567	259867	(-)	1246.78	0.000117	259766:1246.78:0.000117
abd-A	CG6865	18857073	18857373	(+)	1030.34	0.000308	18857289:1030.34:0.000308
abd-A	RpLP1	419701	420001	(+)	941.22	0.000600	419742:941.22:0.000600
abd-A	CG10822	15838599	15838899	(+)	941.22	0.000600	15838751:941.22:0.000600
abd-A	GstT3	20338416	20338716	(+)	852.10	0.000987	20338680:852.10:0.000987
abd-A	slam	6372137	6372437	(+)	941.22	0.000600	6372376:941.22:0.000600 6372357:852.10:0.000987
abd-A	Cyp6a22	10758620	10758920	(+)	1030.34	0.000308	10758730:1030.34:0.000308
abd-A	Set1	594483	594783	(+)	1246.78	0.000117	594531:1246.78:0.000117 594546:1246.78:0.000117 594578:864.83:0.000795
abd-A	Tektin-A	15854017	15854317	(+)	953.95	0.000404	15854091:953.95:0.000404
abd-A	bru-2	12347490	12347790	(+)	852.10	0.000987	12347587:852.10:0.000987
abd-A	CG31496	3170540	3170840	(+)	1157.66	0.000213	3170640:1157.66:0.000213
abd-A	CG30421	20631021	20631321	(+)	852.10	0.000987	20631122:852.10:0.000987
abd-A	mRpS10	11055136	11055436	(+)	941.22	0.000600	11055307:941.22:0.000600
abd-A	MESR4	13435023	13435323	(+)	864.83	0.000795	13435097:864.83:0.000795
abd-A	Sdr	10744099	10744399	(+)	1030.34	0.000308	10744355:1030.34:0.000308 10744222:852.10:0.000987
abd-A	CG12511	5678331	5678631	(+)	1030.34	0.000308	5678384:1030.34:0.000308 5678377:852.10:0.000987
abd-A	fw	11896290	11896590	(-)	1030.34	0.000308	11896511:1030.34:0.000308
abd-A	CG14546	21748306	21748606	(-)	941.22	0.000600	21748484:941.22:0.000600
abd-A	CG10073	15268874	15269174	(+)	941.22	0.000600	15269079:941.22:0.000600 15268975:852.10:0.000987 15269058:852.10:0.000987
abd-A	CG43394	8145507	8145807	(+)	852.10	0.000987	8145675:852.10:0.000987
abd-A	tio	22018957	22019257	(+)	864.83	0.000795	22019202:864.83:0.000795
abd-A	CG10565	21129403	21129703	(-)	864.83	0.000795	21129582:864.83:0.000795
abd-A	Cpr65Au	6125159	6125459	(-)	1246.78	0.000117	6125372:1246.78:0.000117
abd-A	CG34034	17564782	17565082	(-)	1246.78	0.000117	17565047:1246.78:0.000117 17564992:941.22:0.000600 17564977:852.10:0.000987
abd-A	Pex16	20771314	20771614	(-)	864.83	0.000795	20771571:864.83:0.000795
abd-A	CG14183	20020885	20021185	(-)	1157.66	0.000213	20020961:1157.66:0.000213
abd-A	CG34170	17311770	17312070	(-)	953.95	0.000404	17312007:953.95:0.000404 17311953:941.22:0.000600 17311991:852.10:0.000987
abd-A	Mid1	20624130	20624430	(-)	1246.78	0.000117	20624385:1246.78:0.000117
abd-A	CG15042	18422249	18422549	(-)	953.95	0.000404	18422473:953.95:0.000404
abd-A	miple2	271387	271687	(+)	941.22	0.000600	271396:941.22:0.000600
abd-A	Prosalpha3T	26949087	26949387	(-)	953.95	0.000404	26949242:953.95:0.000404 26949284:852.10:0.000987
abd-A	Slimp	19974639	19974939	(-)	1246.78	0.000117	19974787:1246.78:0.000117 19974802:941.22:0.000600 19974739:852.10:0.000987
abd-A	imd	14298987	14299287	(-)	941.22	0.000600	14299107:941.22:0.000600 14299263:941.22:0.000600 14299206:852.10:0.000987
abd-A	foi	8518093	8518393	(+)	864.83	0.000795	8518225:864.83:0.000795
abd-A	CG12236	5801917	5802217	(+)	953.95	0.000404	5801939:953.95:0.000404 5801920:852.10:0.000987
abd-A	CG9609	16680991	16681291	(-)	852.10	0.000987	16681014:852.10:0.000987
abd-A	Nup37	21073342	21073642	(+)	941.22	0.000600	21073474:941.22:0.000600
abd-A	CG18628	10632589	10632889	(+)	1246.78	0.000117	10632612:1246.78:0.000117 10632684:864.83:0.000795
abd-A	CG14221	19515228	19515528	(-)	941.22	0.000600	19515356:941.22:0.000600
abd-A	CG5999	8569352	8569652	(-)	1030.34	0.000308	8569422:1030.34:0.000308
abd-A	wun	5296947	5297247	(-)	953.95	0.000404	5297204:953.95:0.000404
abd-A	His4:CG33903	5410844	5411144	(+)	953.95	0.000404	5410949:953.95:0.000404
abd-A	Kal1	19966866	19967166	(+)	864.83	0.000795	19966998:864.83:0.000795
abd-A	CG1418	5852522	5852822	(-)	1157.66	0.000213	5852686:1157.66:0.000213
abd-A	CG9914	16202650	16202950	(-)	1246.78	0.000117	16202800:1246.78:0.000117 16202831:1246.78:0.000117
abd-A	CG11697	11466489	11466789	(+)	852.10	0.000987	11466674:852.10:0.000987
abd-A	CG3347	3269186	3269486	(+)	1030.34	0.000308	3269268:1030.34:0.000308 3269237:864.83:0.000795
abd-A	CG5968	16549909	16550209	(-)	1246.78	0.000117	16550091:1246.78:0.000117
abd-A	CG2292	5953969	5954269	(-)	1246.78	0.000117	5954261:1246.78:0.000117
abd-A	rpk	471452	471752	(+)	852.10	0.000987	471578:852.10:0.000987
abd-A	CG4860	8047136	8047436	(-)	953.95	0.000404	8047388:953.95:0.000404 8047337:941.22:0.000600
abd-A	GNBP1	18668649	18668949	(+)	852.10	0.000987	18668704:852.10:0.000987
abd-A	GABA-B-R3	749694	749994	(+)	1246.78	0.000117	749847:1246.78:0.000117
abd-A	CG43184	13830605	13830905	(+)	852.10	0.000987	13830654:852.10:0.000987
abd-A	CG1307	2483114	2483414	(-)	852.10	0.000987	2483282:852.10:0.000987
abd-A	vir-1	12404430	12404730	(-)	941.22	0.000600	12404701:941.22:0.000600
abd-A	CG9302	13378488	13378788	(-)	1157.66	0.000213	13378738:1157.66:0.000213 13378777:941.22:0.000600
abd-A	CG33125	2652364	2652664	(-)	953.95	0.000404	2652554:953.95:0.000404 2652494:941.22:0.000600
abd-A	wal	7578318	7578618	(-)	1157.66	0.000213	7578597:1157.66:0.000213 7578531:941.22:0.000600 7578508:864.83:0.000795
abd-A	His1:CG33807	14677754	14678054	(-)	941.22	0.000600	14678030:941.22:0.000600
abd-A	RpS7	26034692	26034992	(-)	941.22	0.000600	26034984:941.22:0.000600 26034927:852.10:0.000987
abd-A	CG18538	14184324	14184624	(+)	864.83	0.000795	14184408:864.83:0.000795
abd-A	RpS13	8364559	8364859	(-)	941.22	0.000600	8364744:941.22:0.000600
abd-A	CG11340	27131056	27131356	(-)	953.95	0.000404	27131125:953.95:0.000404 27131268:953.95:0.000404 27131142:852.10:0.000987
abd-A	CG13454	15510106	15510406	(-)	941.22	0.000600	15510382:941.22:0.000600
abd-A	P5CDh2	17703407	17703707	(+)	1030.34	0.000308	17703586:1030.34:0.000308
abd-A	Sema-1a	8541896	8542196	(+)	1246.78	0.000117	8541991:1246.78:0.000117
abd-A	CG7609	25570764	25571064	(-)	864.83	0.000795	25570917:864.83:0.000795
abd-A	vanin-like	6096542	6096842	(-)	941.22	0.000600	6096598:941.22:0.000600
abd-A	Cyp317a1	10785566	10785866	(+)	941.22	0.000600	10785631:941.22:0.000600
abd-A	CG4174	18610993	18611293	(-)	1246.78	0.000117	18611233:1246.78:0.000117
abd-A	Acp29AB	8393172	8393472	(-)	1157.66	0.000213	8393295:1157.66:0.000213 8393421:941.22:0.000600
abd-A	Maf1	1103369	1103669	(-)	941.22	0.000600	1103522:941.22:0.000600
abd-A	Obp56c	15588579	15588879	(-)	953.95	0.000404	15588699:953.95:0.000404 15588873:864.83:0.000795
abd-A	Plip	19583810	19584110	(+)	1246.78	0.000117	19583813:1246.78:0.000117 19583829:941.22:0.000600
abd-A	bves	20924739	20925039	(+)	852.10	0.000987	20924779:852.10:0.000987
abd-A	CG6144	10488443	10488743	(+)	1246.78	0.000117	10488715:1246.78:0.000117 10488726:1157.66:0.000213
abd-A	CG13896	711769	712069	(-)	953.95	0.000404	712020:953.95:0.000404
abd-A	CG31469	9535611	9535911	(-)	941.22	0.000600	9535749:941.22:0.000600
abd-A	CG2113	2994921	2995221	(+)	864.83	0.000795	2995055:864.83:0.000795
abd-A	CG8297	11822079	11822379	(+)	864.83	0.000795	11822262:864.83:0.000795
abd-A	CG17292	8370203	8370503	(+)	953.95	0.000404	8370473:953.95:0.000404
abd-A	Rbm13	8795481	8795781	(+)	953.95	0.000404	8795488:953.95:0.000404
abd-A	CG7149	7790507	7790807	(-)	852.10	0.000987	7790594:852.10:0.000987
abd-A	CG42823	13230781	13231081	(-)	1157.66	0.000213	13230797:1157.66:0.000213
abd-A	CG45088	9480794	9481094	(-)	1246.78	0.000117	9481081:1246.78:0.000117 9481038:852.10:0.000987
abd-A	CG11836	20896597	20896897	(+)	1246.78	0.000117	20896654:1246.78:0.000117
abd-A	CG34168	16135222	16135522	(-)	852.10	0.000987	16135429:852.10:0.000987
abd-A	Taf6	19591937	19592237	(+)	1030.34	0.000308	19592135:1030.34:0.000308 19592019:852.10:0.000987
abd-A	shakB	20663830	20664130	(-)	1157.66	0.000213	20663970:1157.66:0.000213
abd-A	CG32221	19827519	19827819	(+)	1246.78	0.000117	19827585:1246.78:0.000117
abd-A	qjt	17472157	17472457	(+)	1030.34	0.000308	17472397:1030.34:0.000308
abd-A	CG12643	10159246	10159546	(-)	941.22	0.000600	10159514:941.22:0.000600
abd-A	CG9444	5509936	5510236	(-)	941.22	0.000600	5510208:941.22:0.000600
abd-A	CG34411	13083147	13083447	(-)	852.10	0.000987	13083380:852.10:0.000987
abd-A	s-cup	8382779	8383079	(+)	1157.66	0.000213	8382946:1157.66:0.000213
abd-A	fsd	9117837	9118137	(+)	864.83	0.000795	9117895:864.83:0.000795
abd-A	CG43689	3969760	3970060	(+)	941.22	0.000600	3970005:941.22:0.000600
abd-A	CG8628	7123814	7124114	(+)	953.95	0.000404	7124041:953.95:0.000404
abd-A	CG11980	4829488	4829788	(+)	1246.78	0.000117	4829619:1246.78:0.000117 4829634:953.95:0.000404
abd-A	CG14563	21835436	21835736	(-)	864.83	0.000795	21835582:864.83:0.000795
abd-A	Twdlalpha	16636629	16636929	(+)	1246.78	0.000117	16636821:1246.78:0.000117 16636655:852.10:0.000987
abd-A	CG17996	16730989	16731289	(-)	1157.66	0.000213	16731130:1157.66:0.000213 16731246:941.22:0.000600
abd-A	CG6040	14949471	14949771	(+)	953.95	0.000404	14949526:953.95:0.000404
abd-A	CG17597	18831103	18831403	(-)	953.95	0.000404	18831279:953.95:0.000404
abd-A	Apc	24667955	24668255	(-)	953.95	0.000404	24668095:953.95:0.000404
abd-A	bbg	14420428	14420728	(-)	953.95	0.000404	14420688:953.95:0.000404
abd-A	Cyp313a3	8064938	8065238	(-)	941.22	0.000600	8064980:941.22:0.000600
abd-A	CG14668	1213336	1213636	(-)	852.10	0.000987	1213465:852.10:0.000987
abd-A	Rpd3	4626483	4626783	(+)	941.22	0.000600	4626612:941.22:0.000600 4626637:864.83:0.000795
abd-A	Ret	21198695	21198995	(-)	852.10	0.000987	21198975:852.10:0.000987
abd-A	Snup	2651837	2652137	(+)	941.22	0.000600	2652017:941.22:0.000600 2651916:864.83:0.000795
abd-A	CG5776	12704401	12704701	(-)	864.83	0.000795	12704603:864.83:0.000795
abd-A	RpL22-like	19135366	19135666	(-)	953.95	0.000404	19135594:953.95:0.000404
abd-A	mu2	1947425	1947725	(-)	1246.78	0.000117	1947576:1246.78:0.000117
abd-A	lectin-24Db	4187872	4188172	(+)	1246.78	0.000117	4187918:1246.78:0.000117
abd-A	CG14057	17038024	17038324	(-)	1246.78	0.000117	17038066:1246.78:0.000117
abd-A	galectin	73878	74178	(+)	864.83	0.000795	73945:864.83:0.000795
abd-A	CG45084	16041796	16042096	(+)	1157.66	0.000213	16042068:1157.66:0.000213
abd-A	Cdk5alpha	10310724	10311024	(-)	852.10	0.000987	10310726:852.10:0.000987
abd-A	Set1	594202	594502	(+)	864.83	0.000795	594408:864.83:0.000795
abd-A	Femcoat	4136809	4137109	(-)	953.95	0.000404	4137064:953.95:0.000404
abd-A	CG18536	14182013	14182313	(+)	1246.78	0.000117	14182230:1246.78:0.000117
abd-A	Kr-h1	6082352	6082652	(+)	941.22	0.000600	6082428:941.22:0.000600
abd-A	CG7140	22021375	22021675	(-)	953.95	0.000404	22021460:953.95:0.000404 22021471:941.22:0.000600
abd-A	CG12374	8649367	8649667	(+)	1246.78	0.000117	8649410:1246.78:0.000117 8649401:864.83:0.000795
abd-A	Elp2	6532989	6533289	(+)	852.10	0.000987	6533227:852.10:0.000987
abd-A	CG9246	21163390	21163690	(+)	1246.78	0.000117	21163528:1246.78:0.000117 21163512:1157.66:0.000213
abd-A	SIDL	11044546	11044846	(-)	1030.34	0.000308	11044696:1030.34:0.000308 11044822:953.95:0.000404 11044640:852.10:0.000987
abd-A	CG2540	12523660	12523960	(+)	941.22	0.000600	12523774:941.22:0.000600
abd-A	CG33189	4606461	4606761	(-)	864.83	0.000795	4606590:864.83:0.000795
abd-A	ebd1	685499	685799	(-)	1157.66	0.000213	685765:1157.66:0.000213
abd-A	CG14457	22662805	22663105	(+)	941.22	0.000600	22662830:941.22:0.000600
abd-A	Ndfip	17647330	17647630	(-)	953.95	0.000404	17647609:953.95:0.000404 17647583:941.22:0.000600
abd-A	Dak1	21881110	21881410	(-)	941.22	0.000600	21881373:941.22:0.000600
abd-A	l(2)35Bc	15009674	15009974	(-)	1246.78	0.000117	15009841:1246.78:0.000117 15009802:941.22:0.000600
abd-A	CG43402	1442376	1442676	(+)	864.83	0.000795	1442632:864.83:0.000795
abd-A	CG9682	26076560	26076860	(+)	864.83	0.000795	26076565:864.83:0.000795
abd-A	Drep-4	13286412	13286712	(-)	941.22	0.000600	13286646:941.22:0.000600
abd-A	SmG	16534402	16534702	(-)	864.83	0.000795	16534643:864.83:0.000795
abd-A	CG33494	21320833	21321133	(-)	852.10	0.000987	21321120:852.10:0.000987
abd-A	CG2862	2769884	2770184	(+)	1246.78	0.000117	2769976:1246.78:0.000117
abd-A	CG33228	20556749	20557049	(-)	941.22	0.000600	20556762:941.22:0.000600
abd-A	mRpL52	3561855	3562155	(-)	1246.78	0.000117	3562007:1246.78:0.000117 3562046:1246.78:0.000117
abd-A	CG42514	16489286	16489586	(-)	941.22	0.000600	16489447:941.22:0.000600
abd-A	Muc55B	13939562	13939862	(-)	1030.34	0.000308	13939711:1030.34:0.000308
abd-A	CG32706	8980911	8981211	(+)	941.22	0.000600	8981102:941.22:0.000600
abd-A	CG18284	10643720	10644020	(+)	1246.78	0.000117	10643729:1246.78:0.000117 10643812:941.22:0.000600
abd-A	CG44362	11390391	11390691	(+)	1246.78	0.000117	11390425:1246.78:0.000117
abd-A	CG4666	5971513	5971813	(-)	953.95	0.000404	5971674:953.95:0.000404 5971649:864.83:0.000795
abd-A	CG1265	4254525	4254825	(+)	1246.78	0.000117	4254537:1246.78:0.000117 4254682:864.83:0.000795
abd-A	CG1637	10771876	10772176	(-)	941.22	0.000600	10772100:941.22:0.000600
abd-A	CG31802	18209187	18209487	(-)	852.10	0.000987	18209386:852.10:0.000987
abd-A	Cpr60D	20550793	20551093	(-)	941.22	0.000600	20550922:941.22:0.000600
abd-A	tth	13510386	13510686	(-)	1246.78	0.000117	13510593:1246.78:0.000117
abd-A	Spn31A	10060565	10060865	(+)	941.22	0.000600	10060845:941.22:0.000600
abd-A	CG30025	7241828	7242128	(-)	941.22	0.000600	7242120:941.22:0.000600
abd-A	CG5262	20423525	20423825	(-)	1246.78	0.000117	20423628:1246.78:0.000117
abd-A	CG12379	15627979	15628279	(-)	1157.66	0.000213	15628173:1157.66:0.000213
abd-A	Rab18	5565795	5566095	(-)	852.10	0.000987	5565956:852.10:0.000987
abd-A	HipHop	18814020	18814320	(+)	1246.78	0.000117	18814102:1246.78:0.000117 18814207:941.22:0.000600 18814059:864.83:0.000795
abd-A	CG30183	19585297	19585597	(-)	1246.78	0.000117	19585565:1246.78:0.000117 19585508:941.22:0.000600 19585516:852.10:0.000987
abd-A	CG13955	5311143	5311443	(-)	1246.78	0.000117	5311157:1246.78:0.000117 5311329:1246.78:0.000117 5311372:941.22:0.000600 5311317:864.83:0.000795
abd-A	Tm2	11137847	11138147	(+)	1246.78	0.000117	11137991:1246.78:0.000117 11137876:852.10:0.000987
abd-A	CG14408	14726040	14726340	(-)	864.83	0.000795	14726328:864.83:0.000795
abd-A	CG10055	3012345	3012645	(-)	1157.66	0.000213	3012360:1157.66:0.000213
abd-A	CG14967	3218870	3219170	(-)	941.22	0.000600	3219155:941.22:0.000600
abd-A	gro	21868291	21868591	(+)	953.95	0.000404	21868325:953.95:0.000404
abd-A	Rab5	2364904	2365204	(-)	941.22	0.000600	2365101:941.22:0.000600
abd-A	Vha16-3	11466235	11466535	(+)	852.10	0.000987	11466258:852.10:0.000987
abd-A	SoxN	8825394	8825694	(+)	941.22	0.000600	8825448:941.22:0.000600
abd-A	Cpr76Bc	19514116	19514416	(+)	1246.78	0.000117	19514346:1246.78:0.000117
abd-A	Syx13	13037283	13037583	(+)	1157.66	0.000213	13037304:1157.66:0.000213 13037326:852.10:0.000987
abd-A	CG11334	27288139	27288439	(-)	1246.78	0.000117	27288364:1246.78:0.000117 27288198:852.10:0.000987
abd-A	Hsc70-3	11701100	11701400	(-)	1030.34	0.000308	11701291:1030.34:0.000308 11701317:864.83:0.000795
abd-A	CG15005	4204289	4204589	(-)	941.22	0.000600	4204489:941.22:0.000600
abd-A	CG33080	5609455	5609755	(-)	864.83	0.000795	5609510:864.83:0.000795
abd-A	Taf2	9881733	9882033	(-)	941.22	0.000600	9881977:941.22:0.000600
abd-A	tomboy40	2112888	2113188	(+)	864.83	0.000795	2112913:864.83:0.000795
abd-A	Hmu	23114240	23114540	(+)	1246.78	0.000117	23114358:1246.78:0.000117
abd-A	Pdsw	3465906	3466206	(+)	864.83	0.000795	3465982:864.83:0.000795
abd-A	drongo	842893	843193	(-)	1030.34	0.000308	843024:1030.34:0.000308
abd-A	CG4847	13399680	13399980	(+)	864.83	0.000795	13399885:864.83:0.000795
abd-A	CG1092	92241	92541	(+)	1246.78	0.000117	92407:1246.78:0.000117
abd-A	CG11807	11088507	11088807	(+)	1246.78	0.000117	11088761:1246.78:0.000117 11088615:1030.34:0.000308
abd-A	Argk	9055998	9056298	(-)	864.83	0.000795	9056233:864.83:0.000795
abd-A	CG4670	9122751	9123051	(-)	953.95	0.000404	9123011:953.95:0.000404
abd-A	Rgl	13915347	13915647	(-)	864.83	0.000795	13915641:864.83:0.000795 13915567:852.10:0.000987
abd-A	CG7006	20676098	20676398	(+)	1246.78	0.000117	20676112:1246.78:0.000117
abd-A	CG30424	20854771	20855071	(-)	1030.34	0.000308	20854930:1030.34:0.000308
abd-A	CG18094	19490172	19490472	(+)	941.22	0.000600	19490235:941.22:0.000600 19490267:941.22:0.000600 19490195:864.83:0.000795 19490332:852.10:0.000987
abd-A	CG32148	15016341	15016641	(+)	1030.34	0.000308	15016426:1030.34:0.000308
abd-A	Cct2	1553242	1553542	(+)	864.83	0.000795	1553453:864.83:0.000795
abd-A	CG1126	641789	642089	(+)	953.95	0.000404	641899:953.95:0.000404
abd-A	CG9754	17199809	17200109	(-)	1246.78	0.000117	17199982:1246.78:0.000117 17200018:1246.78:0.000117
abd-A	CG42714	6227106	6227406	(-)	1030.34	0.000308	6227190:1030.34:0.000308
abd-A	Gr59d	18992642	18992942	(-)	1246.78	0.000117	18992872:1246.78:0.000117 18992764:941.22:0.000600
abd-A	Pallidin	11684449	11684749	(-)	1157.66	0.000213	11684601:1157.66:0.000213
abd-A	CG4038	16984760	16985060	(-)	1157.66	0.000213	16985027:1157.66:0.000213
abd-A	Hr78	21489991	21490291	(-)	852.10	0.000987	21490133:852.10:0.000987
abd-A	CG15019	4406009	4406309	(-)	1246.78	0.000117	4406273:1246.78:0.000117
abd-A	CG3558	2992619	2992919	(+)	864.83	0.000795	2992877:864.83:0.000795
abd-A	Dscam1	3269354	3269654	(-)	1246.78	0.000117	3269606:1246.78:0.000117
abd-A	His4:CG33905	5410844	5411144	(+)	953.95	0.000404	5410949:953.95:0.000404
abd-A	CngA	12137250	12137550	(-)	852.10	0.000987	12137526:852.10:0.000987
abd-A	Ir60e	20418745	20419045	(-)	1246.78	0.000117	20418785:1246.78:0.000117 20418887:953.95:0.000404
abd-A	CG31624	21200026	21200326	(-)	1157.66	0.000213	21200153:1157.66:0.000213
abd-A	CkIIalpha	23089921	23090221	(+)	1246.78	0.000117	23089966:1246.78:0.000117
abd-A	Hk	10138563	10138863	(-)	864.83	0.000795	10138759:864.83:0.000795
abd-A	kuk	12905715	12906015	(+)	1246.78	0.000117	12905786:1246.78:0.000117
abd-A	NHP2	14795218	14795518	(-)	941.22	0.000600	14795497:941.22:0.000600
abd-A	Fas1	12450762	12451062	(+)	941.22	0.000600	12450908:941.22:0.000600 12451013:852.10:0.000987
abd-A	CG18048	2171582	2171882	(+)	941.22	0.000600	2171738:941.22:0.000600
abd-A	CG6914	22599218	22599518	(+)	953.95	0.000404	22599275:953.95:0.000404
abd-A	RpL37a	15033350	15033650	(-)	1246.78	0.000117	15033557:1246.78:0.000117 15033638:1157.66:0.000213
abd-A	crq	451252	451552	(-)	941.22	0.000600	451386:941.22:0.000600 451347:864.83:0.000795
abd-A	SdhC	7035521	7035821	(-)	852.10	0.000987	7035678:852.10:0.000987
abd-A	CG45057	16349241	16349541	(-)	941.22	0.000600	16349271:941.22:0.000600
abd-A	Ptp10D	11515797	11516097	(+)	953.95	0.000404	11515820:953.95:0.000404 11515864:852.10:0.000987
abd-A	Fkbp14	17384229	17384529	(-)	1157.66	0.000213	17384497:1157.66:0.000213
abd-A	Cpr65Ax1	6143908	6144208	(-)	953.95	0.000404	6144191:953.95:0.000404
abd-A	Ance-2	13909082	13909382	(+)	941.22	0.000600	13909249:941.22:0.000600
abd-A	CG9727	2282348	2282648	(-)	852.10	0.000987	2282556:852.10:0.000987
abd-A	Arfrp1	9000851	9001151	(+)	941.22	0.000600	9000862:941.22:0.000600 9000988:941.22:0.000600 9001047:864.83:0.000795
abd-A	Prx3	13372203	13372503	(-)	941.22	0.000600	13372433:941.22:0.000600 13372288:864.83:0.000795
abd-A	CG15237	2697221	2697521	(-)	953.95	0.000404	2697358:953.95:0.000404
abd-A	NC2beta	15007562	15007862	(+)	1157.66	0.000213	15007764:1157.66:0.000213
abd-A	CG8635	4519292	4519592	(-)	1246.78	0.000117	4519356:1246.78:0.000117 4519425:1246.78:0.000117
abd-A	His3.3B	9049596	9049896	(-)	953.95	0.000404	9049847:953.95:0.000404 9049630:864.83:0.000795
abd-A	ms(3)72Dt	16090683	16090983	(+)	1246.78	0.000117	16090775:1246.78:0.000117 16090783:1246.78:0.000117
abd-A	Ssrp	19696477	19696777	(-)	864.83	0.000795	19696693:864.83:0.000795
abd-A	TwdlK	22454396	22454696	(-)	852.10	0.000987	22454610:852.10:0.000987
abd-A	CG2918	2169051	2169351	(-)	953.95	0.000404	2169256:953.95:0.000404
abd-A	CG40341	20247972	20248272	(+)	1157.66	0.000213	20248195:1157.66:0.000213
abd-A	Plip	19584079	19584379	(+)	864.83	0.000795	19584137:864.83:0.000795 19584153:864.83:0.000795
abd-A	Gyc76C	19786619	19786919	(-)	1246.78	0.000117	19786779:1246.78:0.000117
abd-A	CG15475	20614271	20614571	(+)	852.10	0.000987	20614373:852.10:0.000987
abd-A	Bsg25D	5277291	5277591	(-)	852.10	0.000987	5277468:852.10:0.000987
abd-A	CG14511	24972565	24972865	(-)	852.10	0.000987	24972735:852.10:0.000987
abd-A	Cpr65Ax2	6143907	6144207	(-)	953.95	0.000404	6144191:953.95:0.000404
abd-A	CG7044	16927390	16927690	(-)	1246.78	0.000117	16927580:1246.78:0.000117 16927594:1030.34:0.000308 16927676:941.22:0.000600
abd-A	CG42557	25758758	25759058	(+)	941.22	0.000600	25758929:941.22:0.000600
abd-A	egh	2482285	2482585	(+)	852.10	0.000987	2482292:852.10:0.000987
abd-A	CG33477	6297206	6297506	(-)	852.10	0.000987	6297494:852.10:0.000987
abd-A	Sk1	11336959	11337259	(+)	1246.78	0.000117	11337070:1246.78:0.000117
abd-A	RpS12	13016201	13016501	(+)	1246.78	0.000117	13016273:1246.78:0.000117
abd-A	CG32376	7535507	7535807	(-)	941.22	0.000600	7535705:941.22:0.000600 7535653:864.83:0.000795
abd-A	CG10324	12472676	12472976	(-)	852.10	0.000987	12472765:852.10:0.000987
abd-A	CG13228	7121249	7121549	(+)	1030.34	0.000308	7121448:1030.34:0.000308
abd-A	CG12162	1293285	1293585	(+)	1246.78	0.000117	1293431:1246.78:0.000117
abd-A	emc	749149	749449	(+)	852.10	0.000987	749151:852.10:0.000987
abd-A	ranshi	4555365	4555665	(-)	1246.78	0.000117	4555569:1246.78:0.000117 4555527:941.22:0.000600
abd-A	CG2023	1650176	1650476	(-)	864.83	0.000795	1650356:864.83:0.000795 1650228:852.10:0.000987
