external_id	canonical_transcript_id	organism_id	chromosome	start	end	strand	status	symbol	aliases	description	
ENSG00000163463	ENST00000295682	homo_sapiens	1	155141883	155159747	-	KNOWN	KRTCAP2	KRTCAP2, KCP2	keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:28942]	
ENSG00000102078	ENST00000218197	homo_sapiens	X	129473873	129507335	+	KNOWN	SLC25A14	SLC25A14, BMCP1, UCP5	solute carrier family 25 (mitochondrial carrier, brain), member 14 [Source:HGNC Symbol;Acc:10984]	
ENSG00000128915	ENST00000261520	homo_sapiens	15	60711807	60771359	-	KNOWN	NARG2	NARG2, BRCC1	NMDA receptor regulated 2 [Source:HGNC Symbol;Acc:29885]	
ENSG00000108861	ENST00000226004	homo_sapiens	17	41843488	41856356	-	KNOWN	DUSP3	DUSP3, VHR	dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:3069]	
ENSG00000131263	ENST00000332687	homo_sapiens	X	73805051	73834452	-	KNOWN	RLIM	RLIM, NY-REN-43, RNF12	ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:13429]	
ENSG00000131795	ENST00000330165	homo_sapiens	1	145507597	145511444	+	KNOWN	RBM8A	RBM8A, BOV-1A, BOV-1B, BOV-1C, C1DELq21.1, DEL1q21.1, MDS014, RBM8, RBM8B, TAR, Y14, ZNRP, ZRNP1	RNA binding motif protein 8A [Source:HGNC Symbol;Acc:9905]	
ENSG00000188419	ENST00000357749	homo_sapiens	X	85116184	85302566	-	KNOWN	CHM	CHM, DXS540, GGTA, HSD-32, REP-1, TCD	choroideremia (Rab escort protein 1) [Source:HGNC Symbol;Acc:1940]	
ENSG00000114503	ENST00000321256	homo_sapiens	3	196662272	196669468	-	KNOWN	NCBP2	NCBP2, CBC2, CBP20, NIP1	nuclear cap binding protein subunit 2, 20kDa [Source:HGNC Symbol;Acc:7659]	
ENSG00000163683	ENST00000295958	homo_sapiens	4	39552540	39640710	-	KNOWN	SMIM14		small integral membrane protein 14 [Source:HGNC Symbol;Acc:27321]	
ENSG00000133641	ENST00000356891	homo_sapiens	12	88427622	88443937	+	KNOWN	C12orf29		chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:25322]	
ENSG00000136231	ENST00000258729	homo_sapiens	7	23349827	23510086	-	KNOWN	IGF2BP3	IGF2BP3, CT98, IMP-3, IMP3, KOC, KOC1, VICKZ3	insulin-like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:28868]	
ENSG00000264872	ENST00000580802	homo_sapiens	HG1308_PATCH	130126045	130146133	+	KNOWN	MEST		mesoderm specific transcript [Source:HGNC Symbol;Acc:7028]	
ENSG00000145020	ENST00000273588	homo_sapiens	3	49454210	49460186	-	KNOWN	AMT	AMT, GCE, GCST, GCVT, NKH	aminomethyltransferase [Source:HGNC Symbol;Acc:473]	
ENSG00000145029	ENST00000273598	homo_sapiens	3	49460378	49466759	-	KNOWN	NICN1		nicolin 1 [Source:HGNC Symbol;Acc:18317]	
ENSG00000162482	ENST00000361640	homo_sapiens	1	19609051	19615744	-	KNOWN	AKR7A3		aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase) [Source:HGNC Symbol;Acc:390]	
ENSG00000138035	ENST00000447944	homo_sapiens	2	55861399	55921045	-	KNOWN	PNPT1	PNPT1, COXPD13, DFNB70, OLD35, PNPASE, old-35	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:23166]	
ENSG00000172803	ENST00000308342	homo_sapiens	11	65601111	65624367	+	KNOWN	SNX32	SNX32, SNX6B	sorting nexin 32 [Source:HGNC Symbol;Acc:26423]	
ENSG00000165416	ENST00000343788	homo_sapiens	13	53226843	53262433	+	KNOWN	SUGT1		SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16987]	
ENSG00000254505	ENST00000347519	homo_sapiens	14	24678788	24683075	-	KNOWN	CHMP4A	CHMP4A, C14orf123, CHMP4, CHMP4B, HSPC134, SHAX2, SNF7, SNF7-1, VPS32-1, VPS32A	charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:20274]	
ENSG00000117751	ENST00000311772	homo_sapiens	1	28157288	28178187	+	KNOWN	PPP1R8	PPP1R8, ARD-1, ARD1, NIPP-1, NIPP1, PRO2047	protein phosphatase 1, regulatory subunit 8 [Source:HGNC Symbol;Acc:9296]	
ENSG00000196821	ENST00000374023	homo_sapiens	6	34555064	34664636	-	KNOWN	C6orf106	C6orf106, FP852, dJ391O22.4	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:21215]	
ENSG00000164305	ENST00000308394	homo_sapiens	4	185548849	185570663	-	KNOWN	CASP3	CASP3, CPP32, CPP32B, SCA-1	caspase 3, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:1504]	
ENSG00000119979	ENST00000361432	homo_sapiens	10	120863597	120897496	+	KNOWN	FAM45A		family with sequence similarity 45, member A [Source:HGNC Symbol;Acc:31793]	
ENSG00000152944	ENST00000282892	homo_sapiens	12	27175478	27219276	+	KNOWN	MED21	MED21, SRB7, SURB7, hSrb7	mediator complex subunit 21 [Source:HGNC Symbol;Acc:11473]	
ENSG00000174574	ENST00000432648	homo_sapiens	1	39456894	39471731	+	KNOWN	AKIRIN1	AKIRIN1, C1orf108, STRF2	akirin 1 [Source:HGNC Symbol;Acc:25744]	
ENSG00000170632	ENST00000323716	homo_sapiens	7	102715327	102740205	+	KNOWN	ARMC10	ARMC10, PNAS-112, PNAS112, SVH	armadillo repeat containing 10 [Source:HGNC Symbol;Acc:21706]	
ENSG00000006047	ENST00000007699	homo_sapiens	17	7191570	7197934	-	KNOWN	YBX2	YBX2, CONTRIN, CSDA3, DBPC, MSY2	Y box binding protein 2 [Source:HGNC Symbol;Acc:17948]	
ENSG00000182628	ENST00000330137	homo_sapiens	17	57187311	57232630	-	KNOWN	SKA2	SKA2, FAM33A	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:28006]	
ENSG00000122958	ENST00000373382	homo_sapiens	10	70883267	70932617	+	KNOWN	VPS26A	VPS26A, HB58, Hbeta58, PEP8A, VPS26	vacuolar protein sorting 26 homolog A (S. pombe) [Source:HGNC Symbol;Acc:12711]	
ENSG00000145545	ENST00000274192	homo_sapiens	5	6633455	6669675	+	KNOWN	SRD5A1	SRD5A1, S5AR 1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) [Source:HGNC Symbol;Acc:11284]	
ENSG00000100714	ENST00000555709	homo_sapiens	14	64854748	64926725	+	KNOWN	MTHFD1	MTHFD1, MTHFC, MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:7432]	
ENSG00000145782	ENST00000509910	homo_sapiens	5	115163892	115177555	-	KNOWN	ATG12	ATG12, APG12, APG12L, FBR93, HAPG12	autophagy related 12 [Source:HGNC Symbol;Acc:588]	
ENSG00000121350	ENST00000240651	homo_sapiens	12	21590548	21623300	+	KNOWN	PYROXD1		pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:HGNC Symbol;Acc:26162]	
ENSG00000104960	ENST00000391842	homo_sapiens	19	50353991	50364001	+	KNOWN	PTOV1	PTOV1, ACID2, PTOV-1	prostate tumor overexpressed 1 [Source:HGNC Symbol;Acc:9632]	
ENSG00000110768	ENST00000265963	homo_sapiens	11	18343841	18388591	+	KNOWN	GTF2H1	GTF2H1, BTF2, P62, TFB1, TFIIH	general transcription factor IIH, polypeptide 1, 62kDa [Source:HGNC Symbol;Acc:4655]	
ENSG00000113141	ENST00000417647	homo_sapiens	5	140026642	140042064	+	KNOWN	IK	IK, CSA2, RED	IK cytokine, down-regulator of HLA II [Source:HGNC Symbol;Acc:5958]	
ENSG00000156411	ENST00000414262	homo_sapiens	14	104378624	104394606	-	KNOWN	C14orf2	C14orf2, MP68, PLPM	chromosome 14 open reading frame 2 [Source:HGNC Symbol;Acc:1188]	
ENSG00000151725	ENST00000281453	homo_sapiens	4	185615771	185655287	-	KNOWN	MLF1IP	CENPU, CENP50, CENPU50, KLIP1, MLF1IP, PBIP1	MLF1 interacting protein [Source:HGNC Symbol;Acc:21348]	
ENSG00000105127	ENST00000269701	homo_sapiens	19	15464195	15490612	-	KNOWN	AKAP8	AKAP8, AKAP 95, AKAP-8, AKAP-95, AKAP95	A kinase (PRKA) anchor protein 8 [Source:HGNC Symbol;Acc:378]	
ENSG00000145494	ENST00000274137	homo_sapiens	5	1801513	1816719	+	KNOWN	NDUFS6		NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7713]	
ENSG00000160131	ENST00000330374	homo_sapiens	X	150564986	150577836	+	KNOWN	VMA21	VMA21, MEAX, XMEA	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:22082]	
ENSG00000111817	ENST00000331677	homo_sapiens	6	116575335	116762424	+	KNOWN	DSE	DSE, DSEP, DSEPI, EDSMC2, SART-2, SART2	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:21144]	
ENSG00000111364	ENST00000238146	homo_sapiens	12	124086623	124105488	+	KNOWN	DDX55		DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:HGNC Symbol;Acc:20085]	
ENSG00000169598	ENST00000378209	homo_sapiens	1	3773844	3801993	+	KNOWN	DFFB	DFFB, CAD, CPAN, DFF-40, DFF2, DFF40	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) [Source:HGNC Symbol;Acc:2773]	
ENSG00000169599	ENST00000410022	homo_sapiens	2	69622881	69664760	-	KNOWN	NFU1	NFU1, HIRIP, HIRIP5, MMDS1, NIFUC, Nfu, NifU	NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:16287]	
ENSG00000041988	ENST00000054650	homo_sapiens	1	6684925	6695646	+	KNOWN	THAP3		THAP domain containing, apoptosis associated protein 3 [Source:HGNC Symbol;Acc:20855]	
ENSG00000106636	ENST00000223369	homo_sapiens	7	44240566	44253893	+	KNOWN	YKT6		YKT6 v-SNARE homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:16959]	
ENSG00000160049	ENST00000377038	homo_sapiens	1	10516578	10532583	-	KNOWN	DFFA		DNA fragmentation factor, 45kDa, alpha polypeptide [Source:HGNC Symbol;Acc:2772]	
ENSG00000083720	ENST00000196371	homo_sapiens	5	41730166	41870621	-	KNOWN	OXCT1	OXCT1, OXCT, SCOT	3-oxoacid CoA transferase 1 [Source:HGNC Symbol;Acc:8527]	
ENSG00000134996	ENST00000346234	homo_sapiens	9	77703458	77762181	+	KNOWN	OSTF1	OSTF1, OSF, SH3P2, bA235O14.1	osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:8510]	
ENSG00000111707	ENST00000543473	homo_sapiens	12	118814184	118855840	+	KNOWN	SUDS3	SUDS3, SAP45, SDS3	suppressor of defective silencing 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29545]	
ENSG00000087191	ENST00000310144	homo_sapiens	17	61904511	61909379	+	KNOWN	PSMC5	PSMC5, S8, SUG-1, SUG1, TBP10, TRIP1, p45, p45/SUG	proteasome (prosome, macropain) 26S subunit, ATPase, 5 [Source:HGNC Symbol;Acc:9552]	
ENSG00000175592	ENST00000312562	homo_sapiens	11	65659519	65668044	-	KNOWN	FOSL1	FOSL1, FRA, FRA1, fra-1	FOS-like antigen 1 [Source:HGNC Symbol;Acc:13718]	
ENSG00000102007	ENST00000376327	homo_sapiens	X	49028272	49031588	+	KNOWN	PLP2	PLP2, A4, A4LSB	proteolipid protein 2 (colonic epithelium-enriched) [Source:HGNC Symbol;Acc:9087]	
ENSG00000094916	ENST00000209875	homo_sapiens	12	54624723	54673886	-	KNOWN	CBX5	CBX5, HEL25, HP1, HP1A	chromobox homolog 5 [Source:HGNC Symbol;Acc:1555]	
ENSG00000135930	ENST00000258416	homo_sapiens	2	233414761	233448354	+	KNOWN	EIF4E2	EIF4E2, 4E-LP, 4EHP, EIF4EL3, IF4e	eukaryotic translation initiation factor 4E family member 2 [Source:HGNC Symbol;Acc:3293]	
ENSG00000100814	ENST00000398169	homo_sapiens	14	20779526	20801471	-	KNOWN	CCNB1IP1	CCNB1IP1, C14orf18, HEI10	cyclin B1 interacting protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:19437]	
ENSG00000243927	ENST00000399312	homo_sapiens	21	35445523	35515334	+	KNOWN	MRPS6	MRPS6, C21orf101, MRP-S6, RPMS6, S6mt	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:14051]	
ENSG00000132471	ENST00000591399	homo_sapiens	17	73841779	73852588	-	KNOWN	WBP2	WBP2, WBP-2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:12738]	
ENSG00000135336	ENST00000257789	homo_sapiens	6	88299838	88377169	+	KNOWN	ORC3	ORC3, LAT, LATHEO, ORC3L	origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]	
ENSG00000135334	ENST00000257787	homo_sapiens	6	88384789	88411927	-	KNOWN	AKIRIN2	AKIRIN2, C6orf166, FBI1, dJ486L4.2	akirin 2 [Source:HGNC Symbol;Acc:21407]	
ENSG00000057935	ENST00000407270	homo_sapiens	2	42721708	42984087	+	KNOWN	MTA3		metastasis associated 1 family, member 3 [Source:HGNC Symbol;Acc:23784]	
ENSG00000147419	ENST00000356537	homo_sapiens	8	27590834	27630170	-	KNOWN	CCDC25		coiled-coil domain containing 25 [Source:HGNC Symbol;Acc:25591]	
ENSG00000132305	ENST00000410111	homo_sapiens	2	86371054	86422893	-	KNOWN	IMMT	IMMT, HMP, MINOS2, P87, P87/89, P89, PIG52	inner membrane protein, mitochondrial [Source:HGNC Symbol;Acc:6047]	
ENSG00000169826	ENST00000374466	homo_sapiens	10	43633933	43680756	+	KNOWN	CSGALNACT2	CSGALNACT2, CHGN2, GALNACT-2, GALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:24292]	
ENSG00000132300	ENST00000254630	homo_sapiens	2	86333304	86369280	+	KNOWN	PTCD3	PTCD3, MRP-S39	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:24717]	
ENSG00000135801	ENST00000258281	homo_sapiens	1	229728857	229761794	-	KNOWN	TAF5L	TAF5L, PAF65B	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa [Source:HGNC Symbol;Acc:17304]	
ENSG00000166260	ENST00000299335	homo_sapiens	17	53029262	53046146	-	KNOWN	COX11	COX11, COX11P	cytochrome c oxidase assembly homolog 11 (yeast) [Source:HGNC Symbol;Acc:2261]	
ENSG00000215301	ENST00000399959	homo_sapiens	X	41192650	41223725	+	KNOWN	DDX3X	DDX3X, DBX, DDX14, DDX3, HLP2	DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked [Source:HGNC Symbol;Acc:2745]	
ENSG00000123124	ENST00000517970	homo_sapiens	8	87354966	87490649	+	KNOWN	WWP1	WWP1, AIP5, Tiul1, hSDRP1	WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:17004]	
ENSG00000132780	ENST00000350030	homo_sapiens	1	46049517	46084566	+	KNOWN	NASP	NASP, FLB7527, PRO1999	nuclear autoantigenic sperm protein (histone-binding) [Source:HGNC Symbol;Acc:7644]	
ENSG00000172239	ENST00000306846	homo_sapiens	5	43526368	43557860	-	KNOWN	PAIP1		poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:16945]	
ENSG00000131467	ENST00000293362	homo_sapiens	17	40976401	40995774	+	KNOWN	PSME3	PSME3, HEL-S-283, Ki, PA28-gamma, PA28G, PA28gamma, REG-GAMMA	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) [Source:HGNC Symbol;Acc:9570]	
ENSG00000165669	ENST00000369183	homo_sapiens	10	120065400	120101840	-	KNOWN	FAM204A	FAM204A, C10orf84, bA319I23.1	family with sequence similarity 204, member A [Source:HGNC Symbol;Acc:25794]	
ENSG00000183513	ENST00000328709	homo_sapiens	2	99215772	99224978	-	KNOWN	COA5	COA5, 6330578E17Rik, C2orf64, Pet191	cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:33848]	
ENSG00000162490	ENST00000294485	homo_sapiens	1	11751785	11785914	+	KNOWN	DRAXIN		dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:25054]	
ENSG00000118985	ENST00000237853	homo_sapiens	5	95220801	95297775	-	KNOWN	ELL2		elongation factor, RNA polymerase II, 2 [Source:HGNC Symbol;Acc:17064]	
ENSG00000268963	ENST00000595651	homo_sapiens	HG1497_PATCH	153597564	153616778	+	KNOWN	RPL10		ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]	
ENSG00000066654	ENST00000381337	homo_sapiens	16	20744985	20753406	-	KNOWN	THUMPD1		THUMP domain containing 1 [Source:HGNC Symbol;Acc:23807]	
ENSG00000164934	ENST00000297579	homo_sapiens	8	104426941	104455681	+	KNOWN	DCAF13	DCAF13, GM83, WDSOF1	DDB1 and CUL4 associated factor 13 [Source:HGNC Symbol;Acc:24535]	
ENSG00000172340	ENST00000493112	homo_sapiens	3	67410883	67705038	-	KNOWN	SUCLG2	SUCLG2, GBETA	succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:11450]	
ENSG00000138029	ENST00000317799	homo_sapiens	2	26466037	26513336	+	KNOWN	HADHB	HADHB, ECHB, MTPB, TP-BETA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit [Source:HGNC Symbol;Acc:4803]	
ENSG00000091527	ENST00000264993	homo_sapiens	3	133292573	133309105	+	KNOWN	CDV3	CDV3, H41	CDV3 homolog (mouse) [Source:HGNC Symbol;Acc:26928]	
ENSG00000182287	ENST00000329235	homo_sapiens	X	15843928	15873054	-	KNOWN	AP1S2	AP1S2, MGC:1902, MRX59, MRXS21, MRXS5, MRXSF, PGS, SIGMA1B	adaptor-related protein complex 1, sigma 2 subunit [Source:HGNC Symbol;Acc:560]	
ENSG00000011052	ENST00000393193	homo_sapiens	17	49230950	49249105	+	KNOWN	NME2		NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]	
ENSG00000172780	ENST00000315150	homo_sapiens	3	128806411	128841644	-	KNOWN	RAB43	RAB43, RAB11B, RAB41	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:19983]	
ENSG00000112739	ENST00000337659	homo_sapiens	6	4021500	4065217	+	KNOWN	PRPF4B	PRPF4B, PR4H, PRP4, PRP4H, PRP4K, dJ1013A10.1	PRP4 pre-mRNA processing factor 4 homolog B (yeast) [Source:HGNC Symbol;Acc:17346]	
ENSG00000148187	ENST00000344641	homo_sapiens	9	125026881	125085743	+	KNOWN	MRRF	MRRF, MRFF, MTRRF, RRF	mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:7234]	
ENSG00000157837	ENST00000353487	homo_sapiens	12	121200312	121342174	-	KNOWN	SPPL3	SPPL3, IMP2, MDHV1887, PRO4332, PSH1, PSL4	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:30424]	
ENSG00000141101	ENST00000268802	homo_sapiens	16	69775769	69788843	-	KNOWN	NOB1	NOB1, ART-4, MST158, NOB1P, PSMD8BP1	NIN1/RPN12 binding protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29540]	
ENSG00000168884	ENST00000315423	homo_sapiens	4	2743374	2758103	-	KNOWN	TNIP2	TNIP2, ABIN2, FLIP1, KLIP	TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:19118]	
ENSG00000196363	ENST00000358625	homo_sapiens	9	137001209	137025093	+	KNOWN	WDR5	WDR5, BIG-3, SWD3	WD repeat domain 5 [Source:HGNC Symbol;Acc:12757]	
ENSG00000149925	ENST00000395248	homo_sapiens	16	30064410	30081778	+	KNOWN	ALDOA	ALDOA, ALDA, GSD12, HEL-S-87p	aldolase A, fructose-bisphosphate [Source:HGNC Symbol;Acc:414]	
ENSG00000130511	ENST00000270061	homo_sapiens	19	18529673	18545372	+	KNOWN	SSBP4		single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:15676]	
ENSG00000100387	ENST00000216225	homo_sapiens	22	41347350	41369313	+	KNOWN	RBX1		ring-box 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:9928]	
ENSG00000180879	ENST00000320857	homo_sapiens	X	153058970	153063960	+	KNOWN	SSR4	SSR4, TRAPD	signal sequence receptor, delta [Source:HGNC Symbol;Acc:11326]	
ENSG00000100253	ENST00000216075	homo_sapiens	22	50925212	50929077	+	KNOWN	MIOX	MIOX, ALDRL6	myo-inositol oxygenase [Source:HGNC Symbol;Acc:14522]	
ENSG00000154059	ENST00000284202	homo_sapiens	18	22006579	22033499	+	KNOWN	IMPACT	IMPACT, RWDD5	impact RWD domain protein [Source:HGNC Symbol;Acc:20387]	
ENSG00000150756	ENST00000511437	homo_sapiens	5	10226441	10250009	-	KNOWN	FAM173B		family with sequence similarity 173, member B [Source:HGNC Symbol;Acc:27029]	
ENSG00000197965	ENST00000359523	homo_sapiens	1	167690428	167761156	+	KNOWN	MPZL1	MPZL1, MPZL1b, PZR, PZR1b, PZRa, PZRb	myelin protein zero-like 1 [Source:HGNC Symbol;Acc:7226]	
ENSG00000086232	ENST00000199389	homo_sapiens	7	6061880	6098861	-	KNOWN	EIF2AK1	EIF2AK1, HCR, HRI	eukaryotic translation initiation factor 2-alpha kinase 1 [Source:HGNC Symbol;Acc:24921]	
ENSG00000203667	ENST00000411948	homo_sapiens	1	244998623	245008359	+	KNOWN	COX20	COX20, FAM36A	COX20 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26970]	
ENSG00000169217	ENST00000305596	homo_sapiens	16	30362086	30366682	-	KNOWN	CD2BP2	CD2BP2, FWP010, LIN1, PPP1R59, Snu40, U5-52K	CD2 (cytoplasmic tail) binding protein 2 [Source:HGNC Symbol;Acc:1656]	
ENSG00000182831	ENST00000327827	homo_sapiens	16	9185504	9215497	+	KNOWN	C16orf72		chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:30103]	
ENSG00000171862	ENST00000371953	homo_sapiens	10	89622869	89731687	+	KNOWN	PTEN		phosphatase and tensin homolog [Source:HGNC Symbol;Acc:9588]	
ENSG00000171861	ENST00000304478	homo_sapiens	17	685512	695749	+	KNOWN	RNMTL1		RNA methyltransferase like 1 [Source:HGNC Symbol;Acc:18485]	
ENSG00000269162	ENST00000593516	homo_sapiens	HG1443_HG1444_PATCH	134382949	134478116	-	KNOWN	ZNF75D		zinc finger protein 75D [Source:HGNC Symbol;Acc:13145]	
ENSG00000117525	ENST00000334047	homo_sapiens	1	94994780	95007356	-	KNOWN	F3	F3, CD142, TF, TFA	coagulation factor III (thromboplastin, tissue factor) [Source:HGNC Symbol;Acc:3541]	
ENSG00000103018	ENST00000307892	homo_sapiens	16	69458427	69500169	+	KNOWN	CYB5B	CYB5B, CYB5-M, CYPB5M, OMB5	cytochrome b5 type B (outer mitochondrial membrane) [Source:HGNC Symbol;Acc:24374]	
ENSG00000203910	ENST00000370375	homo_sapiens	1	92683496	92711370	+	KNOWN	C1orf146		chromosome 1 open reading frame 146 [Source:HGNC Symbol;Acc:24032]	
ENSG00000175104	ENST00000526995	homo_sapiens	11	36508576	36531822	-	KNOWN	TRAF6		TNF receptor-associated factor 6, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12036]	
ENSG00000134453	ENST00000446108	homo_sapiens	10	6130949	6159420	+	KNOWN	RBM17	RBM17, SPF45	RNA binding motif protein 17 [Source:HGNC Symbol;Acc:16944]	
ENSG00000106603	ENST00000395879	homo_sapiens	7	43648054	43769316	-	KNOWN	COA1	COA1, C7orf44, MITRAC15	cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21868]	
ENSG00000106609	ENST00000341567	homo_sapiens	7	66386211	66423538	+	KNOWN	TMEM248	TMEM248, C7orf42	transmembrane protein 248 [Source:HGNC Symbol;Acc:25476]	
ENSG00000155984	ENST00000316916	homo_sapiens	X	148678215	148713568	-	KNOWN	TMEM185A	TMEM185A, CXorf13, FAM11A, FRAXF, ee3	transmembrane protein 185A [Source:HGNC Symbol;Acc:17125]	
ENSG00000123600	ENST00000375258	homo_sapiens	2	172179760	172291312	-	KNOWN	METTL8	METTL8, TIP	methyltransferase like 8 [Source:HGNC Symbol;Acc:25856]	
ENSG00000131462	ENST00000251413	homo_sapiens	17	40761693	40767252	+	KNOWN	TUBG1	TUBG1, CDCBM4, GCP-1, TUBG, TUBGCP1	tubulin, gamma 1 [Source:HGNC Symbol;Acc:12417]	
ENSG00000083750	ENST00000262850	homo_sapiens	X	55744171	55785207	+	KNOWN	RRAGB	RRAGB, RAGB, bA465E19.1	Ras-related GTP binding B [Source:HGNC Symbol;Acc:19901]	
ENSG00000153046	ENST00000397588	homo_sapiens	6	4706392	4955785	+	KNOWN	CDYL	CDYL, CDYL1	chromodomain protein, Y-like [Source:HGNC Symbol;Acc:1811]	
ENSG00000142230	ENST00000270225	homo_sapiens	19	47616530	47713886	+	KNOWN	SAE1	SAE1, AOS1, HSPC140, SUA1, UBLE1A	SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:30660]	
ENSG00000131061	ENST00000342427	homo_sapiens	20	32319462	32380075	+	KNOWN	ZNF341		zinc finger protein 341 [Source:HGNC Symbol;Acc:15992]	
ENSG00000175581	ENST00000310614	homo_sapiens	11	73498360	73576178	+	KNOWN	MRPL48		mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:16653]	
ENSG00000175582	ENST00000310653	homo_sapiens	11	73386682	73472182	-	KNOWN	RAB6A	RAB6A, RAB6	RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:9786]	
ENSG00000143321	ENST00000368206	homo_sapiens	1	156711898	156736717	-	KNOWN	HDGF	HDGF, HMG1L2	hepatoma-derived growth factor [Source:HGNC Symbol;Acc:4856]	
ENSG00000123268	ENST00000262053	homo_sapiens	12	51157492	51214905	+	KNOWN	ATF1	ATF1, EWS-ATF1, FUS/ATF-1, TREB36	activating transcription factor 1 [Source:HGNC Symbol;Acc:783]	
ENSG00000147533	ENST00000357743	homo_sapiens	8	41347914	41368499	+	KNOWN	GOLGA7	GOLGA7, GCP16, GOLGA3AP1, GOLGA7A, HSPC041	golgin A7 [Source:HGNC Symbol;Acc:24876]	
ENSG00000092203	ENST00000405508	homo_sapiens	14	21944755	21967319	+	KNOWN	TOX4	TOX4, C14orf92, KIAA0737, LCP1, MIG7	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:20161]	
ENSG00000123739	ENST00000243501	homo_sapiens	4	110631144	110651233	-	KNOWN	PLA2G12A	PLA2G12A, GXII, PLA2G12, ROSSY	phospholipase A2, group XIIA [Source:HGNC Symbol;Acc:18554]	
ENSG00000092201	ENST00000216297	homo_sapiens	14	21819630	21852425	-	KNOWN	SUPT16H	SUPT16H, CDC68, FACTP140, SPT16/CDC68	suppressor of Ty 16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11465]	
ENSG00000176105	ENST00000584307	homo_sapiens	18	721587	812547	-	KNOWN	YES1	YES1, HsT441, P61-YES, Yes, c-yes	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 [Source:HGNC Symbol;Acc:12841]	
