retrodb_id	organism_name	parental_accession	potential_parentals	chromosome	start	end	strand	status	external_id	inside_intron_of	aliases	percent_identity	
retro_hsap_1894	homo_sapiens	ENSG00000075624	ENSG00000184009,ENSG00000267807	18	60109241	60110359	+	KNOWN_PSEUDOGENE	ENSG00000266920			83.55	
retro_hsap_1895	homo_sapiens	ENSG00000197958		18	61739397	61739882	+	KNOWN_PSEUDOGENE	ENSG00000237314			64.07	
retro_hsap_1896	homo_sapiens	ENSG00000143252		18	66533753	66534262	+	KNOWN_PSEUDOGENE	ENSG00000264444	ENSG00000150636		74.85	
retro_hsap_1897	homo_sapiens	ENSG00000140988		18	68097466	68098358	+	KNOWN_PSEUDOGENE	ENSG00000214255			80.73	
retro_hsap_1898	homo_sapiens	ENSG00000157837		18	68892929	68893954	+	KNOWN_PSEUDOGENE	ENSG00000263733	ENSG00000265484		78.26	
retro_hsap_1899	homo_sapiens	ENSG00000135486		18	70285757	70286303	+	KNOWN_PSEUDOGENE	ENSG00000264315	ENSG00000141668		82.97	
retro_hsap_1900	homo_sapiens	ENSG00000138138		18	1362541	1363318	-	KNOWN_PSEUDOGENE	ENSG00000265417	ENSG00000132204		75.95	
retro_hsap_1901	homo_sapiens	ENSG00000186063		18	1928633	1929088	-	KNOWN_PSEUDOGENE	ENSG00000264189	ENSG00000263745		74.84	
retro_hsap_1902	homo_sapiens	ENSG00000122565		18	2652807	2653252	-	KNOWN_PSEUDOGENE	ENSG00000266405			68.18	
retro_hsap_1903	homo_sapiens	ENSG00000110172		18	2945546	2946531	-	KNOWN_PSEUDOGENE	ENSG00000263606	ENSG00000101577		91.64	
retro_hsap_1904	homo_sapiens	ENSG00000122026		18	3406342	3406816	-	KNOWN_PSEUDOGENE	ENSG00000243720			87.5	
retro_hsap_1905	homo_sapiens	ENSG00000089009		18	6462145	6463009	-	KNOWN_PSEUDOGENE	ENSG00000235552			98.96	
retro_hsap_1906	homo_sapiens	ENSG00000173726		18	8688106	8688408	-	KNOWN_PSEUDOGENE	ENSG00000263935			69.61	
retro_hsap_1907	homo_sapiens	ENSG00000111057		18	9678741	9679453	-	KNOWN_PSEUDOGENE	ENSG00000264644			84.23	
retro_hsap_1908	homo_sapiens	ENSG00000166441		18	9735317	9735600	-	KNOWN_PSEUDOGENE	ENSG00000266891	ENSG00000168461		74.23	
retro_hsap_1909	homo_sapiens	ENSG00000185808		18	9880581	9880888	-	KNOWN_PSEUDOGENE	ENSG00000265564			65.05	
retro_hsap_1910	homo_sapiens	ENSG00000160124		18	10623871	10624303	-	KNOWN_PSEUDOGENE	ENSG00000264311	ENSG00000266604		95.14	
retro_hsap_1911	homo_sapiens	ENSG00000130511		18	12067185	12068260	-	KNOWN_PSEUDOGENE	ENSG00000267533			92.2	
retro_hsap_1912	homo_sapiens	ENSG00000204370		18	12101992	12102470	-	KNOWN_PSEUDOGENE	ENSG00000267162	ENSG00000181626		81.6	
retro_hsap_1913	homo_sapiens	ENSG00000140650		18	12192201	12192933	-	KNOWN_PSEUDOGENE	ENSG00000267116			80.08	
retro_hsap_1914	homo_sapiens	ENSG00000053372		18	13139775	13140460	-	KNOWN_PSEUDOGENE	ENSG00000267656			81.97	
retro_hsap_1915	homo_sapiens	ENSG00000269315	ENSG00000241343	18	13919604	13919979	-	KNOWN_PSEUDOGENE	ENSG00000243779			89.6	
retro_hsap_1916	homo_sapiens	ENSG00000160256		18	14361435	14361942	-	KNOWN_PSEUDOGENE	ENSG00000265437			95.27	
retro_hsap_1917	homo_sapiens	ENSG00000147601		18	14377547	14378756	-	KNOWN_PSEUDOGENE	ENSG00000187589			86.39	
retro_hsap_1918	homo_sapiens	ENSG00000154639		18	14478169	14479266	-	NOVEL				92.68	
retro_hsap_1919	homo_sapiens	ENSG00000120451		18	14630003	14632483	-	KNOWN_PSEUDOGENE	ENSG00000264570			86.3	
retro_hsap_1920	homo_sapiens	ENSG00000122026		18	18699145	18699622	-	KNOWN_PSEUDOGENE	ENSG00000244527			92.5	
retro_hsap_1921	homo_sapiens	ENSG00000109475		18	19434605	19434948	-	KNOWN_PSEUDOGENE	ENSG00000243303	ENSG00000101752		70.59	
retro_hsap_1922	homo_sapiens	ENSG00000175063		18	20480448	20480880	-	KNOWN_PSEUDOGENE	ENSG00000265939	ENSG00000265943		71.62	
retro_hsap_1923	homo_sapiens	ENSG00000124614		18	21252216	21252712	-	KNOWN_PSEUDOGENE	ENSG00000267752			85.54	
retro_hsap_1924	homo_sapiens	ENSG00000198242		18	21289786	21290251	-	KNOWN_PSEUDOGENE	ENSG00000267301	ENSG00000053747		86.71	
retro_hsap_1925	homo_sapiens	ENSG00000136238		18	22265858	22266315	-	KNOWN_PSEUDOGENE	ENSG00000266520			68.15	
retro_hsap_1926	homo_sapiens	ENSG00000132471		18	22596400	22597168	-	KNOWN_PSEUDOGENE	ENSG00000229248			73.18	
retro_hsap_1927	homo_sapiens	ENSG00000228716		18	23750689	23751250	-	KNOWN_PSEUDOGENE	ENSG00000188985	ENSG00000154611		100	
retro_hsap_1928	homo_sapiens	ENSG00000139146		18	23835661	23836321	-	KNOWN_PSEUDOGENE	ENSG00000263829	ENSG00000141384		91.48	
retro_hsap_1929	homo_sapiens	ENSG00000070010		18	24411483	24412398	-	KNOWN_PSEUDOGENE	ENSG00000266184	ENSG00000260372		88.67	
retro_hsap_1930	homo_sapiens	ENSG00000170515		18	25032960	25033621	-	KNOWN_PSEUDOGENE	ENSG00000263405	ENSG00000264151		83.71	
retro_hsap_1931	homo_sapiens	ENSG00000198830		18	29614046	29614301	-	NOVEL		ENSG00000263917		71.43	
retro_hsap_1932	homo_sapiens	ENSG00000134419		18	29655852	29656069	-	KNOWN_PSEUDOGENE	ENSG00000214917	ENSG00000263917		94.59	
retro_hsap_1933	homo_sapiens	ENSG00000135486		18	29992179	29993139	-	KNOWN_PSEUDOGENE	ENSG00000215492	ENSG00000141441		97.81	
retro_hsap_1934	homo_sapiens	ENSG00000198830		18	30056520	30056785	-	NOVEL				66.3	
retro_hsap_1935	homo_sapiens	ENSG00000198755		18	32153949	32154475	-	KNOWN_PSEUDOGENE	ENSG00000267585	ENSG00000134769		64.67	
retro_hsap_1936	homo_sapiens	ENSG00000260501	ENSG00000148303	18	32963317	32963989	-	KNOWN_PSEUDOGENE	ENSG00000239683			75	
retro_hsap_1937	homo_sapiens	ENSG00000260501	ENSG00000148303	18	36914838	36915636	-	KNOWN_PSEUDOGENE	ENSG00000175886	ENSG00000267374		97.74	
retro_hsap_1938	homo_sapiens	ENSG00000265681		18	37723903	37724260	-	KNOWN_PSEUDOGENE	ENSG00000267664			71.07	
retro_hsap_1939	homo_sapiens	ENSG00000174780		18	47021566	47023258	-	KNOWN_PSEUDOGENE	ENSG00000265182			84.52	
retro_hsap_1940	homo_sapiens	ENSG00000188529	ENSG00000215699	18	48685132	48685754	-	KNOWN_PSEUDOGENE	ENSG00000267717			71.96	
retro_hsap_1941	homo_sapiens	ENSG00000137876		18	49139012	49139477	-	KNOWN_PSEUDOGENE	ENSG00000265402			87.74	
retro_hsap_1942	homo_sapiens	ENSG00000142937		18	49371374	49371986	-	KNOWN_PSEUDOGENE	ENSG00000215457			76.7	
retro_hsap_1943	homo_sapiens	ENSG00000143977		18	51933256	51933484	-	KNOWN_PSEUDOGENE	ENSG00000264350			98.68	
retro_hsap_1944	homo_sapiens	ENSG00000165689		18	57677220	57678306	-	KNOWN_PSEUDOGENE	ENSG00000256704			91.99	
retro_hsap_1945	homo_sapiens	ENSG00000139146		18	57684009	57684453	-	KNOWN_PSEUDOGENE	ENSG00000267742			95.95	
retro_hsap_1946	homo_sapiens	ENSG00000125971		18	58163099	58163360	-	KNOWN_PSEUDOGENE	ENSG00000267400			65.52	
retro_hsap_1947	homo_sapiens	ENSG00000156482		18	59072093	59072438	-	KNOWN_PSEUDOGENE	ENSG00000243256	ENSG00000101542		88.7	
retro_hsap_1948	homo_sapiens	ENSG00000164167		18	59285571	59285809	-	NOVEL		ENSG00000267175		75.61	
retro_hsap_1949	homo_sapiens	ENSG00000087191		18	61082987	61083693	-	KNOWN_PSEUDOGENE	ENSG00000267430	ENSG00000119541		75.42	
retro_hsap_1950	homo_sapiens	ENSG00000105058		18	65375177	65375417	-	KNOWN_PSEUDOGENE	ENSG00000265472	ENSG00000265533		57.5	
retro_hsap_1951	homo_sapiens	ENSG00000116459		18	65945036	65945480	-	KNOWN_PSEUDOGENE	ENSG00000260747			95.27	
retro_hsap_1952	homo_sapiens	ENSG00000149806		18	72057244	72057532	-	KNOWN_PSEUDOGENE	ENSG00000235297			96.88	
retro_hsap_1953	homo_sapiens	ENSG00000140988		19	690439	691071	+	KNOWN_PSEUDOGENE	ENSG00000213726	ENSG00000185198		79.72	
retro_hsap_1954	homo_sapiens	ENSG00000189403		19	1203207	1203735	+	KNOWN_PSEUDOGENE	ENSG00000267736	ENSG00000118046		65.91	
retro_hsap_1955	homo_sapiens	ENSG00000087086		19	3871400	3871718	+	KNOWN_PSEUDOGENE	ENSG00000266989			74.53	
retro_hsap_1956	homo_sapiens	ENSG00000144713		19	5277744	5278145	+	KNOWN_PSEUDOGENE	ENSG00000239524	ENSG00000105426		85.51	
retro_hsap_1957	homo_sapiens	ENSG00000147604		19	6593337	6593715	+	KNOWN_PSEUDOGENE	ENSG00000268785	ENSG00000125726		87.3	
retro_hsap_1959	homo_sapiens	ENSG00000163170		19	9130468	9130660	+	KNOWN_PSEUDOGENE	ENSG00000267332			85.94	
retro_hsap_1960	homo_sapiens	ENSG00000185651		19	9885172	9885633	+	KNOWN_PSEUDOGENE	ENSG00000267741	ENSG00000196605		91.72	
retro_hsap_1961	homo_sapiens	ENSG00000105640		19	11632782	11633310	+	KNOWN_PSEUDOGENE	ENSG00000213304	ENSG00000130159		82.58	
retro_hsap_1962	homo_sapiens	ENSG00000112306		19	11634250	11634643	+	KNOWN_PSEUDOGENE	ENSG00000213303	ENSG00000130159		89.63	
retro_hsap_1963	homo_sapiens	ENSG00000137876		19	12207238	12207724	+	KNOWN_PSEUDOGENE	ENSG00000237273	ENSG00000188474		85.8	
retro_hsap_1964	homo_sapiens	ENSG00000108107		19	12370940	12371349	+	KNOWN_PSEUDOGENE	ENSG00000213293	ENSG00000197857		83.45	
retro_hsap_1965	homo_sapiens	ENSG00000140988		19	12395166	12395997	+	KNOWN_PSEUDOGENE	ENSG00000234750	ENSG00000197857		85.97	
retro_hsap_1966	homo_sapiens	ENSG00000102144	ENSG00000269666	19	12670384	12671403	+	KNOWN_PSEUDOGENE	ENSG00000213290	ENSG00000269693		89.44	
retro_hsap_1967	homo_sapiens	ENSG00000137154		19	13004946	13005691	+	KNOWN_PSEUDOGENE	ENSG00000240616	ENSG00000105607		86.4	
retro_hsap_1968	homo_sapiens	ENSG00000143977		19	14600199	14600421	+	KNOWN_PSEUDOGENE	ENSG00000224543	ENSG00000123159		94.59	
retro_hsap_1969	homo_sapiens	ENSG00000174695		19	14903129	14903345	+	KNOWN_PSEUDOGENE	ENSG00000256210			97.22	
retro_hsap_1970	homo_sapiens	ENSG00000198242		19	15722466	15722931	+	KNOWN_PSEUDOGENE	ENSG00000267135			96.15	
retro_hsap_1971	homo_sapiens	ENSG00000140988		19	16523545	16524384	+	KNOWN_PSEUDOGENE	ENSG00000240418	ENSG00000127527		85.05	
retro_hsap_1972	homo_sapiens	ENSG00000062485		19	18141437	18142836	+	KNOWN_PSEUDOGENE	ENSG00000268032			95.72	
retro_hsap_1973	homo_sapiens	ENSG00000163382		19	18151359	18151882	+	KNOWN_PSEUDOGENE	ENSG00000268623			64.97	
retro_hsap_1974	homo_sapiens	ENSG00000231500	ENSG00000226225,ENSG00000235650,ENSG00000096150,ENSG00000223367	19	18159446	18159907	+	KNOWN_PSEUDOGENE	ENSG00000243455			81.29	
retro_hsap_1975	homo_sapiens	ENSG00000135070		19	19937825	19938282	+	NOVEL		ENSG00000267419		87.66	
retro_hsap_1976	homo_sapiens	ENSG00000176171		19	20144753	20145141	+	KNOWN_PSEUDOGENE	ENSG00000268070	ENSG00000197124		64.89	
retro_hsap_1977	homo_sapiens	ENSG00000105193		19	20235852	20236290	+	KNOWN_PSEUDOGENE	ENSG00000224864			93.84	
retro_hsap_1978	homo_sapiens	ENSG00000138071		19	20369162	20370224	+	KNOWN_PSEUDOGENE	ENSG00000213985	ENSG00000267383		94.07	
retro_hsap_1979	homo_sapiens	ENSG00000176171		19	20462535	20462886	+	KNOWN_PSEUDOGENE	ENSG00000271704	ENSG00000231205		59.17	
retro_hsap_1980	homo_sapiens	ENSG00000176171		19	20599319	20599872	+	KNOWN_PSEUDOGENE	ENSG00000268174	ENSG00000231205		58.12	
retro_hsap_1981	homo_sapiens	ENSG00000111057		19	21145359	21146173	+	KNOWN_PSEUDOGENE	ENSG00000269012			81.75	
retro_hsap_1982	homo_sapiens	ENSG00000269315	ENSG00000241343	19	21416106	21416451	+	KNOWN_PSEUDOGENE	ENSG00000242291	ENSG00000269839		83.62	
retro_hsap_1983	homo_sapiens	ENSG00000176171		19	21500962	21501456	+	KNOWN_PSEUDOGENE	ENSG00000268322	ENSG00000182141		56.21	
retro_hsap_1984	homo_sapiens	ENSG00000163249		19	21934075	21934718	+	KNOWN_PSEUDOGENE	ENSG00000269845	ENSG00000197020		92.13	
retro_hsap_1985	homo_sapiens	ENSG00000176171		19	22180450	22180757	+	KNOWN_PSEUDOGENE	ENSG00000271095	ENSG00000160321		62.14	
retro_hsap_1986	homo_sapiens	ENSG00000176171		19	22385929	22386235	+	KNOWN_PSEUDOGENE	ENSG00000268079			65.69	
retro_hsap_1987	homo_sapiens	ENSG00000109475		19	22882235	22882487	+	KNOWN_PSEUDOGENE	ENSG00000241282	ENSG00000268981		90.48	
retro_hsap_1988	homo_sapiens	ENSG00000176171		19	22956654	22957223	+	KNOWN_PSEUDOGENE	ENSG00000269509	ENSG00000213973		64.43	
retro_hsap_1989	homo_sapiens	ENSG00000122406		19	23310779	23311313	+	KNOWN_PSEUDOGENE	ENSG00000268105	ENSG00000183850		74.32	
retro_hsap_1990	homo_sapiens	ENSG00000176171		19	23563118	23563675	+	KNOWN_PSEUDOGENE	ENSG00000269431	ENSG00000167232		63.83	
retro_hsap_1991	homo_sapiens	ENSG00000196262		19	30412115	30412487	+	KNOWN_PSEUDOGENE	ENSG00000267258			83.06	
retro_hsap_1992	homo_sapiens	ENSG00000112306		19	33127004	33127378	+	KNOWN_PSEUDOGENE	ENSG00000242325	ENSG00000105186		66.41	
retro_hsap_1993	homo_sapiens	ENSG00000071082		19	33454428	33454772	+	KNOWN_PSEUDOGENE	ENSG00000239988	ENSG00000121289		60.34	
retro_hsap_1994	homo_sapiens	ENSG00000145425		19	33832191	33832887	+	KNOWN_PSEUDOGENE	ENSG00000243864			76.07	
retro_hsap_1995	homo_sapiens	ENSG00000106153		19	34617876	34618227	+	KNOWN_PSEUDOGENE	ENSG00000270849			79.49	
retro_hsap_1996	homo_sapiens	ENSG00000186496		19	35316296	35316878	+	KNOWN_PSEUDOGENE	ENSG00000271666	ENSG00000267767		73.2	
retro_hsap_1997	homo_sapiens	ENSG00000177465		19	36912542	36913445	+	KNOWN_PSEUDOGENE	ENSG00000267142			84.59	
retro_hsap_1998	homo_sapiens	ENSG00000071082		19	37392643	37393018	+	KNOWN_PSEUDOGENE	ENSG00000243297	ENSG00000251247		88	
retro_hsap_1999	homo_sapiens	ENSG00000241186		19	40025102	40025534	+	KNOWN_PSEUDOGENE	ENSG00000269584			81.76	
retro_hsap_2000	homo_sapiens	ENSG00000130255		19	41675765	41676068	+	KNOWN_PSEUDOGENE	ENSG00000224476			77.14	
retro_hsap_2001	homo_sapiens	ENSG00000143549		19	42012067	42012810	+	KNOWN_PSEUDOGENE	ENSG00000268034			95.98	
retro_hsap_2002	homo_sapiens	ENSG00000135486		19	42334371	42334988	+	KNOWN_PSEUDOGENE	ENSG00000269119			88.89	
retro_hsap_2003	homo_sapiens	ENSG00000124614		19	43174506	43174965	+	KNOWN_PSEUDOGENE	ENSG00000243167			90.85	
retro_hsap_2004	homo_sapiens	ENSG00000132507		19	45631795	45632287	+	KNOWN_PSEUDOGENE	ENSG00000267346	ENSG00000104866		77.98	
retro_hsap_2005	homo_sapiens	ENSG00000197958		19	46722679	46723174	+	KNOWN_PSEUDOGENE	ENSG00000269637			87.27	
retro_hsap_2006	homo_sapiens	ENSG00000111640		19	47061897	47062896	+	KNOWN_PSEUDOGENE	ENSG00000249210	ENSG00000268423		83.58	
retro_hsap_2007	homo_sapiens	ENSG00000116030		19	49778375	49778659	+	KNOWN_PSEUDOGENE	ENSG00000235555			95.83	
retro_hsap_2008	homo_sapiens	ENSG00000147604		19	52152138	52152676	+	KNOWN_PSEUDOGENE	ENSG00000243469			78.02	
retro_hsap_2009	homo_sapiens	ENSG00000145592		19	52646295	52646586	+	KNOWN_PSEUDOGENE	ENSG00000243680	ENSG00000267827		89.69	
retro_hsap_2010	homo_sapiens	ENSG00000241685		19	53507653	53508401	+	KNOWN_PSEUDOGENE	ENSG00000268282	ENSG00000242779		93.6	
retro_hsap_2011	homo_sapiens	ENSG00000143549		19	53945115	53945857	+	KNOWN_PSEUDOGENE	ENSG00000241015	ENSG00000160336		87.2	
retro_hsap_2012	homo_sapiens	ENSG00000143549		19	53982603	53983342	+	KNOWN_PSEUDOGENE	ENSG00000250731	ENSG00000198346		86	
retro_hsap_2013	homo_sapiens	ENSG00000198856		19	54120057	54120506	+	KNOWN_PSEUDOGENE	ENSG00000269608			89.4	
retro_hsap_2014	homo_sapiens	ENSG00000137818		19	54278852	54279064	+	KNOWN_PSEUDOGENE	ENSG00000238150			88.89	
retro_hsap_2015	homo_sapiens	ENSG00000241343	ENSG00000269315,ENSG00000269719,ENSG00000257529	19	55485154	55485415	+	KNOWN_PSEUDOGENE	ENSG00000243494	ENSG00000022556		85.56	
retro_hsap_2016	homo_sapiens	ENSG00000260501	ENSG00000148303	19	57576925	57577504	+	KNOWN_PSEUDOGENE	ENSG00000268483			70.92	
retro_hsap_2017	homo_sapiens	ENSG00000132300		19	57686598	57687909	+	KNOWN_PSEUDOGENE	ENSG00000268379			83.37	
retro_hsap_2019	homo_sapiens	ENSG00000168924		19	58556956	58558134	+	KNOWN_PSEUDOGENE	ENSG00000268660	ENSG00000152467		86.47	
retro_hsap_2020	homo_sapiens	ENSG00000134419		19	58727594	58727924	+	KNOWN_PSEUDOGENE	ENSG00000213013			80.36	
retro_hsap_2021	homo_sapiens	ENSG00000198242		19	59110336	59110794	+	KNOWN_PSEUDOGENE	ENSG00000213753			76.77	
retro_hsap_2022	homo_sapiens	ENSG00000182004		19	5576673	5576949	-	KNOWN_PSEUDOGENE	ENSG00000233270			97.83	
retro_hsap_2023	homo_sapiens	ENSG00000011009		19	7944443	7945006	-	KNOWN_PSEUDOGENE	ENSG00000269153			90.48	
retro_hsap_2024	homo_sapiens	ENSG00000198242		19	8839099	8839566	-	KNOWN_PSEUDOGENE	ENSG00000269244			71.97	
retro_hsap_2025	homo_sapiens	ENSG00000173960		19	9458821	9459386	-	KNOWN_PSEUDOGENE	ENSG00000270614	ENSG00000270011		82.72	
retro_hsap_2026	homo_sapiens	ENSG00000198034		19	9793972	9794550	-	KNOWN_PSEUDOGENE	ENSG00000239830			83.59	
retro_hsap_2027	homo_sapiens	ENSG00000113811		19	10377364	10377591	-	NOVEL		ENSG00000266978		68.83	
retro_hsap_2028	homo_sapiens	ENSG00000236826	ENSG00000225998,ENSG00000204392,ENSG00000224979,ENSG00000172850,ENSG00000231502	19	10709465	10709643	-	KNOWN_PSEUDOGENE	ENSG00000271010			80	
retro_hsap_2029	homo_sapiens	ENSG00000135486		19	11776886	11777845	-	KNOWN_PSEUDOGENE	ENSG00000214223	ENSG00000197332		92.83	
retro_hsap_2030	homo_sapiens	ENSG00000147403	ENSG00000268963	19	12754091	12754733	-	KNOWN_PSEUDOGENE	ENSG00000178464			98.6	
retro_hsap_2031	homo_sapiens	ENSG00000197958		19	13269127	13269602	-	KNOWN_PSEUDOGENE	ENSG00000213253			89.94	
retro_hsap_2032	homo_sapiens	ENSG00000151151		19	16021392	16022634	-	KNOWN_PSEUDOGENE	ENSG00000267056			87.8	
retro_hsap_2033	homo_sapiens	ENSG00000100410		19	19698900	19699225	-	KNOWN_PSEUDOGENE	ENSG00000267178	ENSG00000105717		84.82	
retro_hsap_2034	homo_sapiens	ENSG00000142937		19	20190983	20191348	-	KNOWN_PSEUDOGENE	ENSG00000240673	ENSG00000213988		80.49	
retro_hsap_2035	homo_sapiens	ENSG00000176171		19	20197824	20198184	-	NOVEL		ENSG00000213988		54.76	
retro_hsap_2036	homo_sapiens	ENSG00000176171		19	20285824	20286138	-	KNOWN_PSEUDOGENE	ENSG00000267641	ENSG00000267383		55.66	
retro_hsap_2037	homo_sapiens	ENSG00000148303	ENSG00000260501	19	21332560	21333083	-	KNOWN_PSEUDOGENE	ENSG00000240522	ENSG00000196705		85.71	
retro_hsap_2038	homo_sapiens	ENSG00000133983		19	21458933	21459134	-	KNOWN_PSEUDOGENE	ENSG00000268747			76.47	
retro_hsap_2039	homo_sapiens	ENSG00000176171		19	21704147	21704716	-	KNOWN_PSEUDOGENE	ENSG00000268705	ENSG00000197013		58.97	
retro_hsap_2040	homo_sapiens	ENSG00000176171		19	22248629	22249200	-	KNOWN_PSEUDOGENE	ENSG00000269742	ENSG00000197134		67.86	
retro_hsap_2041	homo_sapiens	ENSG00000109475		19	22551403	22551754	-	KNOWN_PSEUDOGENE	ENSG00000236312			89.74	
retro_hsap_2042	homo_sapiens	ENSG00000176171		19	22631225	22631544	-	KNOWN_PSEUDOGENE	ENSG00000268830	ENSG00000197360		65.42	
retro_hsap_2043	homo_sapiens	ENSG00000176171		19	22640716	22641014	-	KNOWN_PSEUDOGENE	ENSG00000268717	ENSG00000197360		69	
retro_hsap_2044	homo_sapiens	ENSG00000176171		19	23306400	23306868	-	KNOWN_PSEUDOGENE	ENSG00000270479	ENSG00000183850		60.76	
retro_hsap_2045	homo_sapiens	ENSG00000172803		19	23309376	23310530	-	KNOWN_PSEUDOGENE	ENSG00000267920	ENSG00000183850		60.97	
retro_hsap_2046	homo_sapiens	ENSG00000176171		19	24281228	24281579	-	KNOWN_PSEUDOGENE	ENSG00000268058	ENSG00000213096		58.2	
retro_hsap_2047	homo_sapiens	ENSG00000268928	ENSG00000100075	19	28296334	28296933	-	KNOWN_PSEUDOGENE	ENSG00000267323	ENSG00000267575		69.38	
retro_hsap_2048	homo_sapiens	ENSG00000163682		19	30447321	30447895	-	KNOWN_PSEUDOGENE	ENSG00000242100	ENSG00000105176		91.19	
retro_hsap_2049	homo_sapiens	ENSG00000085662		19	33851405	33852352	-	KNOWN_PSEUDOGENE	ENSG00000266899			86.44	
retro_hsap_2050	homo_sapiens	ENSG00000122026		19	34080114	34080594	-	KNOWN_PSEUDOGENE	ENSG00000232429			92.5	
retro_hsap_2051	homo_sapiens	ENSG00000198034		19	34513917	34514332	-	KNOWN_PSEUDOGENE	ENSG00000249987		RPS4XP20, RPS4P20, RPS4X_9_1648	80.14	
retro_hsap_2052	homo_sapiens	ENSG00000198034		19	34583445	34584215	-	KNOWN_PSEUDOGENE	ENSG00000186008		RPS4XP21, RPS4P21, RPS4X_10_1649	82.95	
retro_hsap_2053	homo_sapiens	ENSG00000162244		19	34787183	34787642	-	KNOWN_PSEUDOGENE	ENSG00000257074	ENSG00000166398		87.34	
retro_hsap_2054	homo_sapiens	ENSG00000083099		19	36448022	36448285	-	KNOWN_PSEUDOGENE	ENSG00000267113			92.13	
retro_hsap_2055	homo_sapiens	ENSG00000113811		19	38184180	38184465	-	KNOWN_PSEUDOGENE	ENSG00000267319	ENSG00000267552		88.42	
retro_hsap_2057	homo_sapiens	ENSG00000198736		19	39745628	39745909	-	KNOWN_PSEUDOGENE	ENSG00000213926			77.89	
retro_hsap_2058	homo_sapiens	ENSG00000205352		19	40449144	40449609	-	KNOWN_PSEUDOGENE	ENSG00000187534			90.32	
retro_hsap_2059	homo_sapiens	ENSG00000166889		19	40529289	40530718	-	KNOWN_PSEUDOGENE	ENSG00000269069			85.59	
retro_hsap_2060	homo_sapiens	ENSG00000116095		19	42027647	42028145	-	KNOWN_PSEUDOGENE	ENSG00000269800			95.18	
retro_hsap_2061	homo_sapiens	ENSG00000205981		19	42111894	42112093	-	KNOWN_PSEUDOGENE	ENSG00000269266			75	
retro_hsap_2062	homo_sapiens	ENSG00000205981		19	42144922	42145267	-	KNOWN_PSEUDOGENE	ENSG00000268997			69.49	
retro_hsap_2063	homo_sapiens	ENSG00000107372		19	42989227	42989866	-	KNOWN_PSEUDOGENE	ENSG00000269374	ENSG00000213904		96.28	
retro_hsap_2064	homo_sapiens	ENSG00000105193		19	45836121	45836382	-	KNOWN_PSEUDOGENE	ENSG00000242675			70.11	
retro_hsap_2065	homo_sapiens	ENSG00000196262		19	51430336	51430825	-	KNOWN_PSEUDOGENE	ENSG00000228674			87.73	
retro_hsap_2066	homo_sapiens	ENSG00000263160	ENSG00000142188	19	52613615	52613929	-	KNOWN_PSEUDOGENE	ENSG00000270248			86.92	
retro_hsap_2067	homo_sapiens	ENSG00000203909		19	52929115	52929406	-	KNOWN_PSEUDOGENE	ENSG00000269776			77.32	
retro_hsap_2068	homo_sapiens	ENSG00000178127		19	53727226	53727918	-	KNOWN_PSEUDOGENE	ENSG00000267809			96.12	
retro_hsap_2070	homo_sapiens	ENSG00000167526		19	56728539	56728857	-	KNOWN_PSEUDOGENE	ENSG00000242411			77.78	
retro_hsap_2071	homo_sapiens	ENSG00000121644		19	57828579	57828930	-	KNOWN_PSEUDOGENE	ENSG00000268723			94.07	
retro_hsap_2072	homo_sapiens	ENSG00000108298		19	58464728	58465127	-	KNOWN_PSEUDOGENE	ENSG00000243234			72.18	
retro_hsap_2073	homo_sapiens	ENSG00000182004		2	8743211	8743486	+	KNOWN_PSEUDOGENE	ENSG00000225642	ENSG00000231083		91.4	
retro_hsap_2074	homo_sapiens	ENSG00000089009		2	11242580	11243120	+	KNOWN_PSEUDOGENE	ENSG00000226080	ENSG00000145063		86.67	
retro_hsap_2075	homo_sapiens	ENSG00000229729		2	11397333	11397875	+	NOVEL		ENSG00000134318		90.22	
retro_hsap_2076	homo_sapiens	ENSG00000186063		2	11448150	11449064	+	KNOWN_PSEUDOGENE	ENSG00000230154	ENSG00000134318		86.32	
retro_hsap_2077	homo_sapiens	ENSG00000196262		2	11491752	11492244	+	KNOWN_PSEUDOGENE	ENSG00000226961			87.2	
retro_hsap_2078	homo_sapiens	ENSG00000100380		2	12163685	12164557	+	NOVEL		ENSG00000224184		92.54	
retro_hsap_2079	homo_sapiens	ENSG00000137818		2	16010062	16010293	+	KNOWN_PSEUDOGENE	ENSG00000214657			83.12	
retro_hsap_2080	homo_sapiens	ENSG00000100764		2	17566357	17567681	+	KNOWN_PSEUDOGENE	ENSG00000236348			88.74	
retro_hsap_2081	homo_sapiens	ENSG00000196262		2	23621613	23621986	+	NOVEL		ENSG00000119771		90.4	
retro_hsap_2082	homo_sapiens	ENSG00000198830		2	24553270	24553540	+	KNOWN_PSEUDOGENE	ENSG00000232963	ENSG00000198399		88.89	
retro_hsap_2083	homo_sapiens	ENSG00000269315	ENSG00000269719,ENSG00000241343,ENSG00000257529	2	24557347	24557649	+	KNOWN_PSEUDOGENE	ENSG00000233747	ENSG00000198399		87.25	
retro_hsap_2084	homo_sapiens	ENSG00000110958		2	26045337	26045816	+	KNOWN_PSEUDOGENE	ENSG00000217643	ENSG00000143970		83.95	
retro_hsap_2085	homo_sapiens	ENSG00000173660		2	26217662	26217947	+	KNOWN_PSEUDOGENE	ENSG00000237629			85.26	
