chr,marker,primer,phys.loc,gen.loc,gen.female,gen.male,rec.rate,rr.female,rr.male
8,D8S509,AFM203zc1,62738937,67.47,83.68,51.26,0.71,1.31,0.33
8,D8S2332,GATA156H01,63250187,68.19,84.7,51.68,0.61,1.25,0.33
8,D8S165,Mfd117A,63369238,68.19,84.7,51.68,0.59,1.23,0.33
8,D8S285,AFM255yb9,64329908,68.31,84.7,51.92,0.58,1.14,0.32
8,D8S1816,AFM021te1,64618883,68.63,85.22,52.04,0.61,1.13,0.32
8,D8S1102,GAAT1C11,64667961,68.63,85.22,52.04,0.61,1.13,0.32
8,D8S166,Mfd159A,64703397,68.92,85.8,52.04,0.62,1.13,0.32
8,D8S1113,GGAA8G07,67578374,70.74,88.48,52.99,0.91,1.42,0.36
8,D8S1763,AFMb307xb9,67978228,71.87,90.74,53,0.94,1.44,0.37
8,D8S1812,AFM360td1,68846359,72.15,91.31,53,0.99,1.37,0.38
8,D8S1177,AFMa152yc5,69450701,72.8,91.75,53.84,0.98,1.25,0.38
8,D8S260,AFM114xe7,70391433,73.6,93.35,53.84,0.83,1.06,0.38
8,D8S1718,AFMa191ye1,70558254,73.99,94.13,53.85,0.79,1.03,0.38
8,D8S510,AFM203zg1,70984423,74.56,94.91,54.22,0.68,0.96,0.37
8,D8S1843,AFMa085yd1,70990998,74.73,94.91,54.56,0.68,0.96,0.37
8,D8S1696,AFMa108wb5,73454704,75.12,95.17,55.06,0.33,0.59,0.32
8,D8S512,AFM206xh4,75093921,76.01,96.47,55.54,0.5,0.68,0.29
8,D8S544,AFM294vd5,75275697,76.01,96.47,55.54,0.52,0.71,0.29
8,D8S1141,GATA62G06,NA,76.01,96.47,55.54,NA,NA,NA
8,D8S1748,AFMb018yg9,75592037,76.15,96.47,55.82,0.56,0.78,0.3
8,D8S1841,AFMa084wc5,NA,76.36,96.9,55.82,NA,NA,NA
8,D8S533,AFM088xb3,76502596,76.95,97.75,56.15,0.6,0.97,0.35
8,D8S1797,AFMc031wc5,76868746,77.01,97.75,56.26,0.61,1.05,0.39
8,D8S1785,AFMb340yg1,77118272,77.01,97.75,56.26,0.63,1.11,0.41
8,D8S1775,AFMb321za9,NA,77.86,99.46,56.27,NA,NA,NA
8,D8S1767,AFMb311yf9,78348594,77.93,99.46,56.4,0.91,1.42,0.53
8,D8S1792,AFMc013ze5,79400250,79.21,101.26,57.15,1.26,1.76,0.61
8,D8S380,UT5130,79682266,79.39,101.64,57.15,1.33,1.85,0.63
8,D8S543,AFM289ye5,79726787,79.78,102.07,57.5,1.35,1.87,0.63
8,D8S381,UT5138,80147532,79.78,102.07,57.5,1.43,1.99,0.65
8,D8S1795,AFM281wb1,80498801,81.21,103.45,58.97,1.49,2.09,0.68
8,D8S1807,AFM326th1,82508463,83.68,107.86,59.49,1.68,2.25,0.71
8,D8S530,AFM259yg5,82536159,83.68,107.86,59.49,1.68,2.24,0.71
8,D8S570,Mfd311,NA,84.04,108.58,59.49,NA,NA,NA
8,D8S279,AFM203wc1,83005492,84.3,109.1,59.5,1.64,2.16,0.67
8,D8S572,Mfd352,NA,85.48,110.89,60.06,NA,NA,NA
8,D8S1776,AFM248za5,83537329,86.21,111.66,60.76,1.53,2.03,0.62
8,D8S286,AFM268ve9,85143248,87.92,114.36,61.49,0.95,1.53,0.47
8,D8S551,AFM308ze5,85269777,87.92,114.36,61.49,0.91,1.48,0.46
8,D8S548,AFM301zc9,85762257,88.2,114.91,61.49,0.73,1.29,0.43
8,D8S1829,AFM108xf12,85899221,88.2,114.91,61.49,0.69,1.24,0.42
8,D8S1805,AFM319tb9,88271785,89.45,116.49,62.42,0.29,0.49,0.23
8,D8S1468,GATA65A09,89000473,89.52,116.49,62.54,0.26,0.64,0.22
8,D8S84,Mfd8,90589241,89.86,117.11,62.6,0.46,1.04,0.23
8,D8S501,AFM172xf10,90647307,89.88,117.11,62.65,0.48,1.05,0.23
8,D8S1705,AFMa121xg9,90919533,89.88,117.11,62.65,0.58,1.06,0.23
8,D8S528,AFM080xh7,91100089,89.88,117.11,62.65,0.67,1.06,0.23
8,D8S1764,AFM220xc7,91177825,89.88,117.11,62.65,0.7,1.06,0.23
8,D8S1475,GATA91F11,91717247,89.88,117.11,62.65,0.94,1.06,0.23
8,D8S1730,AFM191we7,NA,90.4,118.16,62.65,NA,NA,NA
8,D8S275,AFM185xe9,92974004,92.88,122.13,63.63,1.08,1.11,0.25
8,D8S525,AFM244td1,93132680,92.88,122.13,63.63,1.03,1.12,0.26
8,D8S1697,AFM137xf10,94412289,93.19,122.75,63.63,0.44,1.01,0.28
8,D8S1707,AFM147yb6,100248514,95.04,124.72,65.35,0.38,0.54,0.28
8,D8S271,AFM165yb10,100523206,95.37,124.96,65.78,0.4,0.56,0.28
8,D8S273,AFM179yf6,101365552,95.37,124.96,65.78,0.49,0.64,0.25
8,D8S1800,AFM287wa5,NA,95.88,125.66,66.1,NA,NA,NA
8,D8S88,Mfd45A,102824398,96.32,126.53,66.1,0.55,0.8,0.21
8,D8S1811,AFM355tf5,103208162,96.62,127.03,66.21,0.53,0.87,0.21
8,D8S1724,AFMa226wb5,103396128,96.94,127.67,66.21,0.52,0.91,0.2
8,D8S270,AFM165xh4,105076268,97.29,128.23,66.36,0.61,1.26,0.19
8,D8S1988,GATA28F12,105594651,97.63,128.89,66.36,0.75,1.33,0.2
8,D8S1794,AFM281vd5,107800899,99.99,132.74,67.25,0.98,1.54,0.31
8,D8S1699,AFMa114xc9,108347867,100.47,133.68,67.25,0.95,1.59,0.35
8,D8S1822,AFMa052wh1,109232632,101.37,135.49,67.25,0.99,1.58,0.39
8,D8S1772,AFMb320wg9,109824271,101.77,135.99,67.55,1.03,1.49,0.41
8,D8S1778,AFMb327yh1,112093286,104.28,139.38,69.18,0.74,1.75,0.45
8,D8S506,AFM200wb6,112170675,104.28,139.38,69.19,0.74,1.78,0.45
8,GAAT1A4,GAAT1A4,NA,104.28,139.38,69.19,NA,NA,NA
8,D8S1789,AFM270yb1,113328152,104.98,140.78,69.19,1.12,2.21,0.46
8,D8S559,AFM352td9,114090685,105.26,140.78,69.73,1.59,2.26,0.45
8,D8S1762,AFMb307xb5,114160849,105.41,141.09,69.73,1.63,2.26,0.44
8,D8S546,AFM295xh5,114479279,105.52,141.09,69.96,1.78,2.24,0.43
8,D8S1714,AFMa184zg5,114712323,107.57,145.17,69.96,1.84,2.22,0.43
8,D8S521,AFM078za9,115013336,107.92,145.83,70,1.88,2.2,0.42
8,D8S1049,UT7815,116226735,110.4,149.98,70.82,1.55,2.15,0.43
8,D8S276,AFM192xc5,116397115,110.6,150.38,70.82,1.47,2.13,0.43
8,D8S267,AFM154xe7,118086316,112.04,152.62,71.46,0.67,1.45,0.45
8,D8S1844,AFMa090yg5,NA,112.27,152.62,71.92,NA,NA,NA
8,D8S1784,AFMb340xf5,119211206,112.44,152.97,71.92,0.46,0.87,0.44
8,D8S1703,AFMa119xb5,119457590,112.64,153.35,71.92,0.47,0.8,0.44
8,D8S1768,AFMb311yh9,119472191,112.64,153.36,71.92,0.47,0.8,0.44
8,D8S200,Mfd196,120930728,113.42,154.1,72.74,0.6,0.72,0.42
8,D8S85,Mfd18,121345313,113.6,154.1,73.1,0.62,0.71,0.42
8,D8S1122,ATA23G06,124020263,115.38,156.79,73.96,0.49,0.54,0.41
8,D8S1470,GATA68H01,125453830,115.83,157.18,74.47,0.35,0.42,0.4
8,D8S588,GATA12F02,126335407,116.04,157.18,74.9,0.3,0.33,0.39
8,D8S2325,GATA3C11,NA,116.04,157.18,74.9,NA,NA,NA
8,D8S1008,Mfd321,126638516,116.04,157.18,74.91,0.29,0.31,0.39
8,D8S1471,GATA69D10,127048422,116.22,157.3,75.13,0.3,0.31,0.39
8,D8S1779,AFM255yf9,127108324,116.38,157.41,75.36,0.3,0.31,0.39
8,D8S539,AFM277yc1,127221134,116.53,157.41,75.65,0.3,0.32,0.39
8,D8S1139,GATA51F09,127596625,116.54,157.41,75.67,0.31,0.35,0.39
8,D8S555,AFM337xe1,127781396,116.55,157.41,75.68,0.32,0.37,0.39
8,D8S565,GATA8G03,129855306,117.26,158.38,76.14,0.49,0.51,0.35
8,D8S547,AFM295xh9,129920119,117.26,158.38,76.14,0.49,0.52,0.35
8,D8S592,GATA6B02,132336159,118.9,160.47,77.33,0.51,0.7,0.47
8,D8S1694,AFM025xd4,132447978,118.9,160.47,77.34,0.5,0.7,0.48
8,D8S527,AFM259vb1,133661417,119.11,160.89,77.34,0.55,0.7,0.68
8,D8S1016,FB12B7,133950508,119.28,160.89,77.68,0.6,0.71,0.74
8,D8S1823,AFMa053xd9,135197188,120.37,162.04,78.7,0.94,0.92,0.96
8,D8S269,AFM156xc3,135268558,120.37,162.04,78.7,0.96,0.94,0.97
8,D8S1112,GGAA8A04,NA,121.11,162.86,79.37,NA,NA,NA
8,D8S586,GATA11E08,135974471,121.37,163.37,79.37,1.14,1.12,1.07
8,D8S1728,AFM182ya3,137464231,123,164.04,81.95,1.4,1.47,1.16
8,D8S498,UT1959,137895439,123.55,164.04,83.06,1.48,1.52,1.16
8,D8S198,Mfd169A,138480857,124.31,165.56,83.06,1.57,1.56,1.13
8,D8S514,AFM212we1,138744450,124.62,165.56,83.69,1.59,1.56,1.11
8,D8S1826,AFMa059wa9,138858506,125.72,167.75,83.69,1.6,1.56,1.1
8,D8S1804,AFM312yg5,140328336,127.49,170.11,84.88,1.25,1.77,1
8,D8S1832,AFMa071zd5,141070677,128.51,171.48,85.53,1,2.09,0.99
8,D8S1179,GATA7G07,141832351,129.33,172.12,86.53,1.11,2.43,0.99
8,D8S1461,ATA42A09,142245984,129.33,172.12,86.53,1.39,2.55,1
8,D8S350,Mfd287,143530157,130.8,175.06,86.53,2.39,2.6,0.99
8,D8S1793,AFMc014xf5,143576866,131.99,175.06,88.92,2.42,2.6,0.99
8,D8S1128,GATA21C12,NA,135.57,181.87,89.27,NA,NA,NA
8,D8S1720,AFMa197wg5,145361263,137.06,183.96,90.17,2.07,2.57,0.96
8,D8S263,AFM141xa5,145710139,138.06,185.95,90.17,1.85,2.53,0.95
8,D8S1780,AFMb335xe9,147346620,139.27,186.75,91.8,0.92,1.85,0.88
8,D8S1732,AFMa312xh9,147463422,139.58,187.37,91.8,0.89,1.78,0.87
8,D8S284,AFM248td9,148563985,139.79,187.37,92.21,0.85,1.33,0.96
8,D8S1765,AFMb310zg9,149091314,141.09,188.9,93.28,0.97,1.25,1.06
8,D8S557,AFM347zg1,150676319,142.18,190.42,93.94,1.47,1.26,1.32
8,D8S1835,AFMa081wh5,150770546,142.83,191.72,93.95,1.49,1.26,1.33
8,D8S558,AFM351zh1,151080652,143.14,191.72,94.56,1.56,1.28,1.35
8,D8S1740,AFMb001wa9,151598096,143.64,191.72,95.56,1.61,1.32,1.37
8,D8S529,AFM259xc5,151785860,144.75,192.14,97.37,1.61,1.33,1.38
8,D8S256,AFM073yb7,152131017,145.26,192.68,97.83,1.59,1.35,1.38
8,D8S1708,AFMa143xf5,152257966,145.91,193.98,97.83,1.57,1.36,1.38
8,D8S1990,GGAA23E06,152261492,145.91,193.98,97.84,1.57,1.36,1.38
8,D8S1796,AFMc028ya9,152282303,146.48,194.27,98.69,1.57,1.36,1.38
8,D8S1746,AFMb018wf5,152967669,146.6,194.5,98.69,1.44,1.4,1.38
8,D8S1710,AFMa175xc1,153537634,146.68,194.51,98.86,1.32,1.44,1.36
8,D8S537,AFM269zh1,153730445,147.41,195.1,99.71,1.29,1.46,1.35
8,D8S554,AFM337wg5,NA,147.62,195.11,100.14,NA,NA,NA
8,D8S1466,GATA27G08,154115035,148.14,195.46,100.81,1.23,1.51,1.33
8,D8S1100,ATC2D12,155082765,148.81,196.47,101.15,1.21,1.68,1.27
8,D8S1753,AFM206yg5,NA,148.81,196.47,101.15,NA,NA,NA
8,D8S1783,AFMb340xd5,155285802,148.81,196.48,101.15,1.23,1.73,1.26
8,D8S502,AFM182xh12,155510253,149.45,197.75,101.15,1.27,1.79,1.24
8,D8S1761,AFM214xg5,155611355,150.07,198.3,101.83,1.29,1.81,1.24
8,D8S274,AFM182xa3,155658554,150.07,198.3,101.83,1.3,1.83,1.23
8,D8S523,AFM240zb4,156198638,150.39,198.94,101.83,1.47,1.99,1.22
8,D8S1837,AFMa083wg1,157500508,152.44,200.99,103.89,1.96,2.51,1.25
8,D8S1050,UT8052B,NA,153.58,202.77,104.39,NA,NA,NA
8,D8S1704,AFMa119zh1,160269405,158.94,209.94,107.94,2.57,3.81,1.41
8,D8S1713,AFMa184yg5,NA,162.15,210.8,113.51,NA,NA,NA
8,D8S1744,AFMb014xe1,NA,162.16,210.81,113.52,NA,NA,NA
8,D8S1836,AFMa082wh9,NA,163.38,211.68,115.09,NA,NA,NA
8,D8S373,UT721,NA,164.47,211.7,117.24,NA,NA,NA
8,D8S1926,8QTEL25,NA,166.08,213.05,119.11,NA,NA,NA
9,D9S917,ATA6D06,78019,0,0,0,2.43,0.95,4.09
9,D9S1779,AFM026tg9,150562,0,0,0,2.42,0.95,4.07
9,D9S1858,AFM274xe1,330770,0.26,0,0.52,2.39,0.96,4.01
9,D9S54,Mfd141,2960454,6.62,2.23,11.02,2.22,1.14,3.21
9,D9S288,AFMa123xg1,4117495,8.1,2.46,13.75,2.28,1.24,2.87
9,D9S178,AFM242xh6,4287102,8.11,2.46,13.75,2.27,1.28,2.82
9,D9S1813,AFMa312zh1,4299440,8.98,3.34,14.62,2.27,1.28,2.82
9,D9S1792,AFMa184wh5,4536781,9.29,3.34,15.24,2.24,1.34,2.75
9,D9S1686,AFM238zc1,4685914,11.27,6.05,16.48,2.21,1.38,2.72
9,D9S1810,AFMa302ze1,5140029,12.08,6.5,17.67,2.09,1.52,2.61
9,D9S1681,AFMa037yb5,5598443,12.66,6.5,18.81,1.95,1.66,2.51
9,D9S281,AFM304th1,7240670,14.28,8.08,20.49,1.87,1.92,2.19
9,D9S1849,AFMb334yd9,7686548,15.87,9.36,22.39,2,1.91,2.13
9,D9S2156,GATA175H06,8316932,17.6,10.99,24.21,2.18,1.88,2.05
9,D9S286,AFM344yc9,8441378,17.77,11.32,24.22,2.21,1.87,2.04
9,D9S168,AFM158xf12,11094309,23.22,17.06,29.38,1.62,1.67,1.75
9,D9S256,AFM161xd6,11798785,23.87,17.06,30.68,1.36,1.7,1.63
9,D9S269,AFM261zh9,11837469,24.29,17.91,30.68,1.35,1.7,1.62
9,D9S1687,AFM260ya5,13839226,26.52,19.05,34,1.61,2.1,1.34
9,D9S268,AFM259ya5,13920292,26.86,19.71,34,1.65,2.12,1.33
9,D9S254,UT2420,13930566,26.86,19.71,34,1.65,2.12,1.33
9,D9S1808,AFMa297we9,14287111,27.1,20.2,34,1.81,2.2,1.28
9,D9S1869,AFM333zb5,15138133,28.53,23.06,34,2.1,2.32,1.16
9,D9S274,AFM282zh9,15218604,30.24,23.97,36.52,2.12,2.33,1.15
9,D9S235,UT727,15671552,31.4,26.29,36.52,2.18,2.37,1.1
9,D9S285,AFM339xd9,17236247,33.56,29.62,37.5,1.72,2.33,1.05
9,D9S1782,AFMa121yf1,17299578,33.56,29.62,37.5,1.68,2.32,1.05
9,D9S1839,AFMb307wa5,17970234,34.84,32.17,37.5,1.32,2.22,1.07
9,D9S157,AFM067xd3,19217252,36.26,33.19,39.34,1.2,1.92,1.08
9,D9S925,GATA27A11,20071755,36.75,33.53,39.97,1.43,1.71,1.08
9,D9S1684,AFM191wb4,21729997,40.22,38.25,42.18,1.58,1.55,1.07
9,D9S162,AFM115yb4,21794029,40.22,38.25,42.18,1.57,1.55,1.07
9,D9S1778,AFMa119zg9,22530171,41.44,39.67,43.21,1.4,1.62,1.01
9,D9S1846,AFMb325zh9,23870626,42.33,40.3,44.36,1.07,1.6,0.82
9,D9S1814,AFMa337yh9,24328152,43.44,41.64,45.24,1.02,1.53,0.75
9,D9S1870,AFM336ya9,24342897,43.44,41.64,45.24,1.02,1.53,0.75
9,D9S171,AFM186xc3,26953292,45.57,45.19,45.95,1.01,1.86,0.54
9,D9S1679,AFM337tb5,27199197,46.25,46.28,46.22,1.05,1.93,0.54
9,D9S1833,AFMb072zc1,27389541,46.58,46.94,46.22,1.08,1.98,0.54
9,D9S265,AFM220zd4,28266938,46.71,47.2,46.22,1.35,2.14,0.56
9,D9S126,D9S126,28548851,47.81,48.96,46.66,1.45,2.17,0.57
9,D9S259,AFM186xc7,28828400,48.23,49.79,46.66,1.55,2.18,0.58
9,D9S2154,GATA165A11,28979612,48.61,50.08,47.14,1.6,2.18,0.59
9,D9S169,AFM164xg7,30116362,49.65,51.53,47.76,1.7,2.04,0.62
9,D9S161,AFM087yd3,30405674,51.5,54.94,48.07,1.65,1.97,0.61
9,D9S263,AFM212yg1,30681089,51.87,55.21,48.53,1.57,1.89,0.61
9,D9S270,AFM123xd10,31271352,52.79,56.62,48.95,1.35,1.73,0.58
9,D9S1868,AFM321xf1,31648700,53.04,56.91,49.17,1.17,1.61,0.55
9,D9S319,GATA12C06,32427737,53.19,56.91,49.48,0.79,1.38,0.47
9,D9S1853,AFMb347yh9,32727780,53.46,57.36,49.56,0.66,1.3,0.44
9,D9S205,Mfd271,33246110,53.86,57.93,49.79,0.47,1.16,0.39
9,D9S251,UT2100,33687446,54.04,57.93,50.15,0.37,1.05,0.35
9,D9S1118,GATA71E08,35515095,54.5,58.85,50.15,0.53,0.87,0.24
9,D9S165,AFM136xc5,36400882,55.42,60.48,50.36,0.69,0.97,0.23
9,D9S1845,AFMb324xg1,36417380,55.42,60.48,50.36,0.69,0.97,0.23
9,D9S1878,AFMa060zg9,37260468,55.42,60.48,50.36,0.78,1.15,0.24
9,D9S1817,AFMa345xb1,37498744,56.48,62.6,50.36,0.78,1.21,0.25
9,D9S1805,AFMa283xc9,37855196,56.75,62.6,50.9,0.78,1.3,0.26
9,D9S1791,AFMa183za9,40161433,57.8,64.24,51.36,1,1.34,0.23
9,D9S1859,AFMc003za5,40394965,57.8,64.24,51.36,1.01,1.29,0.22
9,D9S50,Mfd85A,40570631,58.32,65.28,51.36,1.01,1.26,0.21
9,D9S772,UT6556,40696745,59.23,66.54,51.91,1,1.23,0.21
9,D9S2148,GATA124G05,42166303,60.35,68.78,51.91,0.57,1.03,0.12
9,D9S1844,AFMb321zf1,69344771,64.05,76.18,51.91,0.14,0.3,0
9,D9S1862,AFMc013yh5,75716233,65.06,78.2,51.91,0.56,0.66,0.27
9,D9S1777,AFMa119vg9,75759926,65.23,78.49,51.98,0.57,0.67,0.27
9,D9S1787,AFMa142yd1,76138602,65.45,78.8,52.09,0.63,0.69,0.31
9,D9S1879,AFMa070wh1,76171818,65.58,78.88,52.28,0.63,0.69,0.32
9,D9S1800,AFMa223yc9,76658250,66.15,79.52,52.78,0.67,0.72,0.37
9,D9S15,D9S15,76966682,66.45,80.12,52.78,0.67,0.73,0.4
9,D9S273,AFM280th5,77187468,66.75,80.72,52.78,0.66,0.74,0.42
9,D9S166,AFM144zg7,77836940,66.91,80.72,53.09,0.62,0.74,0.49
9,D9S301,GATA7D12,78593238,66.99,80.72,53.26,0.59,0.74,0.56
9,D9S1806,AFMa284zf1,78991919,67.36,81.04,53.68,0.6,0.74,0.59
9,D9S237,UT739,79785934,67.36,81.05,53.68,0.66,0.75,0.63
9,D9S1837,AFMb286xb5,80104545,68.3,82.21,54.39,0.69,0.78,0.63
9,D9S1876,AFMa054ze1,80210728,68.3,82.21,54.39,0.7,0.8,0.63
9,D9S769,UT6023,NA,68.8,82.21,55.39,NA,NA,NA
9,D9S175,AFM224zh10,83403418,70.64,84.54,56.74,1.42,2.16,0.45
9,D9S284,AFM331yh5,83541804,70.77,84.54,57.01,1.5,2.17,0.44
9,D9S1807,AFMa288xh5,84349870,72.2,87.4,57.01,1.82,2.15,0.38
9,D9S1834,AFMb073xc1,84521879,73.69,90.36,57.01,1.84,2.13,0.37
9,D9S1860,AFMc007xg9,84580559,74.16,91.3,57.01,1.84,2.13,0.36
9,D9S1122,GATA89A11,84788723,74.35,91.69,57.02,1.82,2.12,0.35
9,D9S1674,AFM144ye9,85420417,74.35,91.69,57.02,1.57,2.18,0.31
9,D9S1123,GATA89C08,85923998,75.81,94.61,57.02,1.28,2.24,0.29
9,D9S1780,AFMa121wh9,87914358,76.92,96.07,57.77,0.78,1.75,0.31
9,D9S1867,AFM303xa9,88495521,77.39,97.01,57.77,0.85,1.59,0.35
9,D9S1843,AFMb321yf9,88584603,77.56,97.35,57.77,0.87,1.57,0.35
9,D9S922,GATA21F05,89013753,77.77,97.35,58.18,0.94,1.5,0.39
9,D9S933,GATA63A07,89684817,78.26,98.19,58.33,1.03,1.45,0.46
9,D9S245,UT5024,90392883,79.92,101.03,58.81,1.1,1.47,0.55
9,D9S1785,AFMa137wf9,91527881,80.67,102.08,59.25,1.11,1.59,0.7
9,D9S264,AFM218xh10,91686759,81.01,102.76,59.25,1.11,1.61,0.72
9,D9S167,AFM157xb12,92189396,81.01,102.76,59.25,1.12,1.64,0.78
9,D9S2153,GATA152H04,92220528,81.22,103.18,59.25,1.12,1.64,0.78
9,D9S152,AFM015ya5,92236750,81.36,103.18,59.53,1.12,1.64,0.79
9,D9S1790,AFMa155te1,94262934,84.06,106.27,61.85,1.39,1.72,0.97
9,D9S776,UT7655,94719236,84.06,106.27,61.85,1.42,1.8,1.01
9,D9S249,UT1228,94888133,84.86,107.22,62.49,1.43,1.84,1.02
9,D9S252,UT2103,95382390,85.26,107.22,63.3,1.46,1.95,1.06
9,D9S1680,AFM343td9,96100556,86.75,109.43,64.07,1.53,2.1,1.11
9,D9S253,UT2399,98839093,90.99,116.02,65.96,1.91,1.98,1.2
9,D9S278,AFM295ye1,98885427,90.99,116.02,65.96,1.91,1.97,1.2
9,D9S1820,AFMb014ye5,99482484,93.55,118.93,68.16,1.82,1.79,1.18
9,D9S1797,AFMa212wg9,99612577,94.08,119.2,68.96,1.78,1.74,1.18
9,D9S318,GATA11A07,99676987,94.08,119.2,68.97,1.75,1.72,1.17
9,D9S1796,AFMa210ze5,100585571,94.7,119.44,69.96,1.29,1.4,1.11
9,D9S1842,AFMb316yf1,100636737,94.7,119.44,69.96,1.26,1.38,1.1
9,D9S255,UT2372,101251821,95.22,120.48,69.96,0.92,1.18,1.03
9,D9S1781,AFMa121xd5,101349216,95.32,120.49,70.16,0.87,1.15,1.02
9,D9S1841,AFMb312xf9,101354003,95.32,120.49,70.16,0.87,1.15,1.02
9,D9S1803,AFMa244wd9,103318484,96.58,121.32,71.85,0.6,0.92,0.71
9,D9S197,AFM238va7,103678723,96.58,121.32,71.85,0.66,0.93,0.65
9,D9S196,AFM212yb4,103831795,96.58,121.32,71.85,0.69,0.93,0.63
9,D9S1689,AFM289wh1,103862741,96.7,121.32,72.09,0.7,0.93,0.63
9,D9S280,AFM304td9,NA,97.85,123.12,72.58,NA,NA,NA
9,D9S287,AFM347zf5,106065613,98.7,124.38,73.02,0.88,0.98,0.4
9,D9S1809,AFMa298we5,106158080,98.7,124.38,73.02,0.86,0.99,0.4
9,D9S1851,AFMb338xd5,NA,99.68,125.62,73.74,NA,NA,NA
9,D9S1786,AFMa137yb9,106644056,99.88,126.03,73.74,0.74,1.07,0.37
9,D9S180,AFM168xb6,109406162,100.4,126.87,73.92,0.68,1.04,0.39
9,D9S910,ATA18A07,110451441,101.64,128.89,74.39,0.83,1.04,0.49
9,D9S176,AFM225xf10,110885657,102.68,130.53,74.82,0.87,1.05,0.54
9,D9S173,AFM200vd6,111982182,102.68,130.53,74.82,0.93,1.11,0.65
9,D9S1857,AFMb363xa9,112078079,102.68,130.53,74.82,0.93,1.11,0.66
9,D9S1690,AFM294xc9,112993090,104.08,131.82,76.34,0.94,1.14,0.71
9,D9S271,AFM263zf1,114598302,105.56,133.39,77.73,0.95,1.16,0.72
9,D9S938,GGAA22E01,114866758,105.89,133.71,78.06,0.95,1.19,0.71
9,D9S53,Mfd135A,116465958,106.82,135.18,78.45,0.99,1.53,0.6
9,D9S1866,AFM064xe5,116749042,107.71,136.96,78.45,1.01,1.6,0.59
9,D9S1784,AFMa136xa5,116945325,108.07,136.96,79.17,1.02,1.64,0.59
9,D9S1162,UT1913,119078624,109.77,139.68,79.86,1.33,1.77,0.72
9,D9S261,AFM210ze7,119756082,111.6,142.61,80.58,1.43,1.72,0.79
9,D9S1677,AFM320yc5,120880807,112.85,144.42,81.27,1.39,1.61,0.91
9,D9S1835,AFMb074wf9,120996213,113.16,145.04,81.27,1.37,1.6,0.92
9,D9S160,AFM079ze1,121354341,113.16,145.04,81.28,1.29,1.58,0.95
9,D9S1675,AFM303ta9,122113997,114.35,145.57,83.14,1.13,1.58,1
9,D9S1828,AFM205tg6,122357770,114.58,146.02,83.14,1.1,1.59,1.02
9,D9S1683,AFMa081wd1,122888257,115.35,146.48,84.23,1.1,1.61,1.03
9,D9S1880,AFMa071zd1,123070780,115.35,146.48,84.23,1.12,1.62,1.03
9,D9S1856,AFMb360xc9,123968306,116.75,148.6,84.9,1.31,1.67,1
9,D9S930,GATA48D07,124261257,116.75,148.6,84.9,1.38,1.69,0.99
9,D9S262,AFM211wc9,125493893,117.84,149.05,86.63,1.54,1.68,0.96
9,D9S106,MFD189,125698675,119.04,151.44,86.63,1.54,1.67,0.97
9,D9S289,AFMa131yc1,125886683,119.62,152.31,86.93,1.53,1.65,0.97
9,D9S1824,AFMb025ye1,126363133,120.37,153.48,87.27,1.48,1.61,0.98
9,D9S2146,GATA123E07,127066135,121.48,155.28,87.68,1.32,1.55,1.01
9,D9S1855,AFMb357za9,127090221,121.48,155.28,87.68,1.32,1.55,1.01
9,D9S51,Mfd94,127394423,121.49,155.3,87.68,1.23,1.52,1.02
9,D9S155,AFM042xh4,127435797,121.62,155.57,87.68,1.22,1.52,1.02
9,D9S1776,AFMa113yb5,127495711,121.62,155.57,87.68,1.21,1.51,1.03
9,D9S926,GATA27B07,127498099,121.62,155.57,87.68,1.2,1.51,1.03
9,D9S177,AFM234yc5,128025849,121.71,155.57,87.85,1.07,1.47,1.04
9,D9S170,AFM164ya11,128633202,123.19,156.33,90.05,0.99,1.41,1.05
9,D9S154,AFM028ye5,128919877,123.2,156.34,90.06,0.98,1.37,1.06
9,D9S1802,AFMa239xc5,129202494,123.53,156.57,90.49,1,1.33,1.06
9,D9S754,FB26C4,129694487,123.97,157.03,90.9,1.07,1.26,1.05
9,D9S1811,AFMa304xb9,129847681,124.1,157.3,90.9,1.1,1.24,1.04
9,D9S762,UT1220,130721586,124.49,158.07,90.91,1.27,1.09,0.98
9,D9S2145,GATA116F11,131042584,125.36,158.3,92.43,1.32,1.05,0.95
9,D9S275,AFM286yc5,131212383,125.36,158.3,92.43,1.33,1.04,0.93
9,D9S1848,AFMb333yb9,131362926,125.36,158.3,92.43,1.33,1.03,0.91
9,D9S258,AFM185xe3,132552387,127.83,161.76,93.9,0.92,1.16,0.79
9,D9S1116,GATA65D11,132618392,127.83,161.76,93.9,0.89,1.18,0.78
9,D9S1850,AFMb335xh1,133075509,128.18,162.45,93.9,0.69,1.31,0.74
9,D9S2155,GATA154A06,135275254,128.61,162.45,94.76,1.15,1.28,0.62
9,D9S1682,AFMa061xd9,135451125,128.77,162.77,94.76,1.2,1.24,0.62
9,D9S242,UT914,136670138,131.3,166.57,96.03,1.23,1.21,0.59
9,D9S1881,AFMa081wa9,136780636,132.32,168.08,96.57,1.2,1.23,0.59
9,D9S1840,AFMb312xa5,137759360,132.5,168.42,96.57,0.95,1.42,0.57
9,D9S1825,AFMb029xg1,138399012,132.93,168.42,97.44,0.8,1.43,0.55
9,D9S1789,AFMa152zg1,138399399,133.08,168.72,97.44,0.8,1.43,0.55
